gene,0h,12h,24h,36h,48h,72h
Tomm34,0,-0.155262053,-0.126775292,-0.375053005,-0.51863767,-0.725669913
Akt3,0,0.195863666,0.60290607,0.746904279,0.550273589,0.200685263
Tnfaip8l1,0,0.716789752,0.482910418,-0.431408841,-0.328587388,-0.549529721
Gm8387,0,0.682679503,-1.052803889,-1.934045418,-1.93474678,-1.574634625
Srpk2,0,-0.165460283,0.015640137,-0.061988076,-0.040732132,0.190630497
Rbmx,0,0.198254262,0.916735678,0.508163439,0.694861336,0.673276275
Tmem130,0,-0.466551171,-0.230919245,-0.593289337,-0.579992508,-0.27312386
Pex13,0,0.197790055,0.220694119,-0.027172042,0.228667733,0.138162533
Bgn,0,-0.518895023,0.174562522,0.343900998,-0.479337456,0.38271691
Prg4,0,-0.848697451,-1.449214102,-1.145960683,-0.119043262,-0.459411914
G2e3,0,0.149067362,-0.59248171,-1.159463127,-1.105136233,-1.199830707
Eif2ak4,0,-0.170239937,-0.080548039,0.057077937,0.012368567,0.042383408
Pacs2,0,-0.201993985,0.247688842,0.705907116,0.413685384,0.664670523
Mcf2l,0,-0.213398693,-0.000898815,0.490819758,0.41835913,0.215758142
Cdo1,0,-0.409953946,0.077572082,0.660352567,0.673840074,0.148500276
Gm28151,0,-0.622194822,-0.327248435,-0.137362345,-0.489330082,-0.842155799
Mup6,0,0.629277282,-0.755095177,-1.95539765,-1.7620577,-2.962347416
B4galt2,0,-0.327624205,-0.2098,0.436926029,0.378588814,0.341641621
Rep.RLTR50B.LTR.ERVK,0,-0.328694522,0.199669885,0.439959615,0.516883832,0.438294447
Asap1,0,0.211068389,0.177014694,0.280690452,0.250930788,0.474805314
Kcnq1,0,-0.884623039,0.463235886,1.368725897,1.331383775,0.795052563
Dr1,0,0.154794904,0.276654761,-0.130233212,-0.225969704,-0.442908283
Gpnmb,0,0.511627038,0.712472062,1.764479341,2.052253486,2.638848909
Lratd1,0,1.003571333,2.05394486,1.713481504,0.338072281,-0.839433244
Ccdc82,0,-0.401783227,-0.136687206,-0.026569307,-0.56893149,-0.864640099
Tent5b,0,0.341488727,1.022287737,0.579266,-0.11965645,-1.32190372
Rab35,0,-0.15482183,-0.24279471,-0.292486418,-0.322845134,-0.425241696
C2cd5,0,0.140920701,0.167946055,0.284409586,0.199249249,0.407868042
Uchl1,0,-0.169213262,-0.167369215,-0.356384626,-0.643654949,-0.886058823
Rbp7,0,-0.672658928,-1.246389904,-1.650306682,-1.47363338,-2.508280268
Foxo1,0,0.204259787,0.299092555,0.367543112,0.00515515,-0.011084364
Snapc2,0,0.243117992,-0.06124137,-0.611145866,-0.753748022,-0.676371901
Synj1,0,-0.201974229,-0.032311917,0.274835703,0.282843033,0.439458566
Kctd17,0,-0.169281281,-0.502160109,-0.47936681,-0.602868855,-0.345841506
Kdm3a,0,-0.134219482,-0.547955241,-0.736639617,-0.575749428,-0.541608586
Rims1,0,-0.59295639,-0.229480689,0.09436224,-0.53030102,-0.618932838
Dtx3l,0,0.418547551,-0.681560511,-0.789542928,-0.692516591,-0.769385694
Taf9b,0,-0.404938019,0.43959944,1.154477013,0.58196849,0.282564189
Gtpbp3,0,-0.187375808,-0.260031847,-0.677525329,-0.772249464,-0.677766451
Tesc,0,-0.478930808,0.390788375,0.859745002,0.868138358,0.52730507
Gm26648,0,-0.502549271,-0.132159314,0.477445154,0.66035858,0.964475696
Lepr,0,-0.609300818,0.362901814,1.484636345,1.261896419,1.06183016
Wasf1,0,0.192767685,0.569918624,0.519152892,0.368118664,0.477164365
Dennd1a,0,0.2788587,0.598589268,1.002249623,0.931687979,1.093945951
Rep.RLTR13D2.LTR.ERVK,0,0.57599418,1.692775202,1.060428935,0.414984252,-0.601923078
Scube3,0,-0.313196136,0.876651713,2.315882125,2.459644917,2.455871464
Gm30531,0,0.80827239,0.476734847,0.477495751,0.258882949,-0.282455402
Lpin2,0,0.217692682,0.294418338,0.529144911,0.116945543,0.39737096
Rep.ORR1A2-int.LTR.ERVL-MaLR,0,0.156123447,0.617385571,0.515144469,0.236725062,0.510570863
Mgst1,0,-0.572922919,-0.061973043,-0.010955644,-0.879073399,-1.166744817
Lrrc8b,0,0.237792788,0.755388414,1.046984375,0.924524812,0.995311093
Scn8a,0,-0.238037445,0.192360806,0.943297778,0.909869657,1.083538454
Slc17a9,0,0.187275175,-0.510491336,-0.865415224,-0.501323257,0.358481826
Gm43769,0,0.741268087,-0.354989683,-0.783167198,-1.218223515,-1.590663472
Suco,0,0.142796425,0.336150051,0.117686241,0.401035498,0.481559585
Zbed3,0,0.357257585,0.9970942,0.645022852,0.779634851,0.975680947
Strip1,0,0.159259015,-0.253177264,-0.544106785,-0.570172439,-0.550623089
Zfp974,0,0.417127538,-0.146868827,-0.429924201,-0.624819209,-0.784731587
Cep135,0,0.2227926,0.037460662,0.104503923,0.360132014,0.51488802
Svip,0,-0.246624722,-0.26125796,-0.194911831,-0.359752978,-0.413689104
Tacc1,0,-0.15073872,0.192267959,0.311310964,0.29932073,0.182952412
Trim41,0,0.146835389,0.305824518,0.276930311,0.193635461,0.201121813
Ppm1d,0,-0.189084749,-0.025024283,-0.032714483,0.039326977,-0.243641661
Cldn9,0,0.513344114,-0.300994148,-1.291286261,-1.729674744,-4.490048904
Pcgf5,0,0.167940643,0.106379319,-0.347554323,-0.425421907,-0.841352038
2810029C07Rik,0,0.466202735,-0.565213377,-1.419688162,-1.306336358,-0.632659207
Caprin2,0,-0.158431132,-0.035093114,-0.022349758,-0.186743764,-0.09116087
Sytl4,0,0.787111837,0.781830549,0.550656938,0.47952537,-0.512267627
Alyref2,0,0.936506164,2.60456601,1.650421906,1.172209213,-0.595742295
Gm4969,0,-1.105025952,-0.47842424,-0.042767177,0.445795896,0.789002823
Foxj3,0,-0.157304851,0.407225111,0.815451422,0.98362544,1.19324454
Ube2d2a,0,-0.128137121,-0.314122081,-0.588612665,-0.56102889,-0.486393509
Syne2,0,-0.139466641,-0.307760807,-0.506816966,-1.079284623,-0.746762488
Rep.RLTR13E.LTR.ERVK,0,-0.299556467,-0.149714058,-0.144338486,-0.225119968,-0.076678544
Gfod1,0,0.230610911,0.0750125,-0.051248772,-0.436335727,-0.858367513
Kcng4,0,1.253814584,1.17659942,0.753063714,1.485975635,0.718575814
Jmy,0,0.165190816,0.1522353,0.247208401,0.05492051,-0.246491592
Pla2g4c,0,0.575580411,1.110593777,1.197214898,0.10159506,0.055363101
Rep.MTEb-int.LTR.ERVL-MaLR,0,0.629155201,0.92031868,1.128884921,0.80687075,0.316576561
Nhsl2,0,0.582151705,0.286864089,0.666032763,0.293296791,-0.785395997
Rassf3,0,-0.158172222,-0.261595173,-0.185922418,-0.375512465,-0.795480529
Cntln,0,0.547106643,0.343785562,0.966017155,0.62553309,0.814408183
Sh3pxd2b,0,0.331102527,0.00978118,0.116334615,-0.506437307,-0.722726095
Pgr15l,0,1.02801607,1.77590585,0.868608091,0.371292037,0.633463454
Chn1,0,-0.233251183,-0.144240996,0.305410534,0.129787856,-0.018145203
Usp20,0,0.276815576,0.069112104,0.137279906,0.015374152,0.250974617
Wnk4,0,-0.588010101,-0.845189478,-0.360247717,-1.113381345,-0.579400308
Stk35,0,-0.133974957,0.540941109,-0.224222479,-0.318628118,-0.350412669
Ralgps1,0,-0.204360877,0.058012444,0.261720684,-0.17165715,-0.150812038
Stau1,0,-0.147815427,-0.122104302,-0.355180124,-0.390248832,-0.240509826
Maob,0,-0.637006673,0.045297273,-0.040761168,-0.150103733,-1.528135709
Slc29a2,0,0.269527252,0.086053089,0.244278531,0.33527341,0.491547194
Slc25a16,0,0.196882978,0.05022092,-0.398194454,-0.585678626,-0.647225363
Mapk9,0,-0.141797047,-0.037636834,-0.077716754,0.044046074,0.182209275
Gdap1,0,-1.192594995,-0.342056935,0.062199711,-1.574978085,-1.939748363
Farp1,0,-0.259577728,1.074762162,1.036915086,0.78959604,1.025924427
Tmcc3,0,0.382167965,0.788088256,0.714456168,-0.058600707,-0.566744367
Sowaha,0,-0.699335694,0.226550414,0.882158765,-0.114665642,-0.497786309
Prnp,0,0.236045317,1.037869567,1.068708913,1.09228545,0.876362982
Gm13068,0,-0.64989107,-0.047326244,0.896610915,1.820150255,2.208453731
Ing1,0,0.141321782,0.050060551,-0.466064785,-0.793547315,-0.834130291
Fam117b,0,-0.131509759,-0.234527395,-0.449735864,-0.642116065,-0.615444594
Fam102b,0,-0.29637899,0.324438018,1.078841884,0.390429366,-0.131428251
Peg10,0,0.127634039,-0.265434645,-1.047630985,-1.371689915,-0.824630929
Myoz3,0,-0.665674787,-0.336980248,-0.509844868,-1.473207552,-2.051017244
Stk38l,0,-0.159431229,-0.055837351,-0.406969582,-0.370086635,-0.563434138
Gm14137,0,0.662366439,0.602382051,1.128710894,0.664793624,0.633983724
Dnm3,0,-1.363937893,-0.082738741,0.178622343,-1.043050685,-0.305755564
Ttc12,0,-0.274083377,0.48567837,0.88171518,0.886418011,0.796073866
Pten,0,-0.128605035,0.14054341,0.241187156,0.356776025,0.424709507
Jak2,0,0.279573412,0.174838043,-0.241006358,-0.436200625,0.108702929
Gm29609,0,1.063198593,1.253377444,2.388677306,1.374184061,1.630287947
Smarca2,0,-0.471252896,-0.781040225,-0.412946213,-0.804433304,-0.200184834
Kpna3,0,-0.119990368,-0.291228869,-0.537277398,-0.39930355,-0.636404505
Ccdc166,0,0.278929768,0.069131358,-0.326651523,-0.057090989,-0.731943237
Tent4a,0,-0.162316155,-0.137721491,-0.120674467,-0.140061159,0.002483133
Trpc5os,0,0.782779781,-0.362705763,-0.288599509,0.185486424,0.792070583
Npas1,0,-0.734408479,-0.856626289,-0.957170893,-1.776718376,-1.890069787
Lgr6,0,0.255335214,0.159042668,0.366420254,-0.101516511,-0.03918068
Megf9,0,-0.391540105,0.089475517,0.091894156,-0.551323479,-0.855198011
Ampd3,0,0.248400892,0.057551525,0.160834583,0.115035239,-0.241237502
Crybg3,0,0.288575253,0.367431298,0.511696046,0.416636443,0.448263518
Dxo,0,0.208521713,-0.007545869,-0.216989485,-0.332776945,-0.325645776
Ankrd6,0,0.265823079,0.038294192,0.080993434,-0.162851418,-0.176585187
Adrb2,0,-0.369227885,-0.009635433,-0.248689902,-0.174232341,-0.249982405
Gabre,0,-0.579655685,-0.090987577,-0.959013814,-1.163275907,-0.767024336
Tulp4,0,-0.246754568,0.35714631,0.81831339,0.708169613,0.601595496
Dcaf10,0,0.23095194,0.644851549,0.620695857,0.407158861,0.228755289
Zfp954,0,0.302515372,0.565691893,-0.054889848,-0.510462313,-0.728109888
Flt1,0,0.460409643,-0.752377161,-1.046790511,-1.927236094,-1.298973179
Gpr3,0,0.639615172,0.214257844,0.704311711,0.256965554,-0.321009356
Prss44,0,1.467944197,1.811608827,2.29952356,1.781076449,1.927739552
Cbln1,0,-0.245487384,-0.142050073,-0.239722265,-0.779133578,-1.879370501
Cd44,0,-0.559713521,-0.632426523,-0.486669627,-1.423784327,-0.547188243
Fosb,0,-0.978001899,0.403994294,-0.036922603,-1.232988407,-1.178547522
Fem1c,0,-0.140678744,0.013936944,-0.154456157,-0.548528475,-0.689541895
Smchd1,0,-0.126053888,-0.018046107,-0.084362495,-0.138993426,0.016154255
Tcaim,0,0.232723842,0.199748688,-0.110655263,0.087586699,-0.18975349
Ppfia1,0,0.132548869,0.106164047,0.16080337,0.183507732,0.333057762
Ubtd2,0,0.253923553,-0.102458162,-0.369338142,-1.028658419,-1.141492334
Cxcl16,0,-0.337537126,0.581280276,1.337465789,1.50204456,1.308294982
Gstt3,0,-0.28917429,-0.394931624,-0.691862534,-0.43752217,-1.033568884
Pard3,0,-0.138265528,0.015070359,0.023988084,0.105840351,0.666947366
Sec24d,0,-0.152425617,-0.272506728,-0.085155532,-0.250619898,-0.473052051
Kit,0,0.129302096,0.660509232,0.914569091,1.053299368,1.380429679
Rgs3,0,-0.229126149,0.371605327,0.99113311,1.178900375,1.388802018
Frg2f1,0,0.679473347,1.045318829,1.114010331,0.717240834,0.526841232
St6galnac3,0,-0.280376705,0.642678188,0.575261411,0.898146817,0.61642974
Gm28578,0,-0.997236332,-0.998375464,-0.563011972,-1.000934707,-0.879288829
Ttll4,0,0.115586193,-0.02348958,0.008767359,-0.209688909,-0.194117933
Scd3,0,0.356416685,-0.280878798,-0.511904171,-0.106516573,-0.703133804
Phyhipl,0,-0.341324396,0.080848201,-0.003203727,-0.634332452,-0.407172203
Bmp2k,0,-0.280485987,-0.039991992,0.039593627,0.089426386,0.164872457
Chd7,0,0.149730266,0.254220039,0.470408658,0.469091396,0.662363427
Phf10,0,0.123003499,0.473279361,0.925360426,1.288923502,1.342907316
Raph1,0,-0.128693966,-0.371510757,-0.16358416,-0.272867674,-0.009419192
Irf1,0,0.192934409,-0.332647527,-0.774437653,-0.521858262,-0.369029989
Nfat5,0,-0.124217696,-0.300165058,-0.02280886,-0.30192998,-0.134959728
Kif2a,0,-0.123459456,-0.044227895,-0.107218084,0.094282782,0.073018215
Irgq,0,0.286713914,0.535318342,0.62940932,0.237346203,-0.276956418
Spata17,0,0.799574863,0.317069782,-0.391826498,0.611319371,-0.429381479
BC067074,0,-0.271187881,0.55325757,1.121055474,0.241284875,0.24464774
Ano10,0,-0.405613711,0.701602333,0.838388807,1.037942792,0.830115504
Ikzf4,0,-0.496655078,-0.380671048,0.190167789,-0.903184206,-1.531364184
Ptprg,0,0.144917515,0.059679677,0.422685708,0.519471141,1.03184783
Hecw2,0,0.40872882,-0.244171321,0.329920551,0.030588276,0.329529651
Arl2bp,0,-0.156589413,-0.187774795,-0.153968986,0.011550951,0.110909619
Apom,0,-1.130955018,-0.063360682,-0.667389014,-0.176716188,0.880696589
Ago3,0,-0.156750444,-0.028744494,0.324930796,0.177434945,0.134690036
Ctif,0,-0.261031669,-0.12057389,0.051804649,-0.261349565,-0.215070621
Nlgn3,0,-0.479641448,-2.035611619,-1.899989607,-2.135796826,-2.688606359
Nedd9,0,0.525469416,2.063589309,1.338809207,0.132685661,-0.880291222
Ubap1,0,-0.152982179,-0.046870867,-0.142260245,-0.353355197,-0.473350142
1700048O20Rik,0,-0.490820306,0.124560573,0.198971015,-0.396078009,-0.531895595
Tnfrsf13b,0,0.639835759,0.662528744,0.464272215,0.222257643,-0.551285738
Frmd5,0,-0.245542839,0.208690019,0.466241718,0.303718284,-0.09598554
Cfap157,0,-0.534200249,0.331017756,0.092831634,0.254840125,0.381930913
C1s2,0,-0.413465513,-0.431891037,-1.619886852,-1.411367709,-1.115455077
Nmb,0,-0.362770888,-0.499737208,-0.38585493,-0.847896916,-0.782348948
Hexim1,0,0.135191655,0.573570644,0.35702799,0.237146805,-0.049820724
Nebl,0,-0.810069741,-1.504202051,-1.300043369,-1.90715305,-1.520592061
Cenpv,0,-0.140134583,0.072307944,0.126352602,0.543882314,0.384953695
1810013L24Rik,0,-0.120806963,0.299155754,0.450138809,0.689670948,0.785714284
Alyref,0,0.105304101,-0.550255727,-0.556190232,-0.081769737,-0.070610451
Agbl2,0,-0.735236302,0.056630824,0.261289593,-1.179187832,-0.024885396
Has3,0,0.446815832,0.38846197,0.936188575,0.19901303,-0.361288977
Calcrl,0,0.825565194,1.272934436,0.314302543,0.349067849,-0.572334876
Rep.LTR16B2.LTR.ERVL,0,-0.686531125,0.567427847,1.514448222,1.456813867,2.431139238
Epb41l3,0,0.201163046,0.462071329,0.903284221,0.97805868,0.923618113
Gm13136,0,0.671065376,1.581143019,1.018003793,-0.000524672,0.363506606
H4c9,0,0.217277168,2.299753224,2.127694124,2.015282086,0.966925433
Adamts3,0,0.666975715,0.481536477,-0.010680001,0.529324383,-0.726490114
Rhbdl3,0,-0.632873441,-0.101401415,0.608686678,-0.360599236,-0.337389033
Zfp592,0,-0.182791103,-0.065671495,0.365842789,0.214820304,0.615223542
Dnajb13,0,-0.279735816,-0.016005203,-0.642226565,-0.001592222,0.112178511
Nbea,0,0.185509821,0.360624962,0.741956851,0.487593829,0.698129182
Ice1,0,0.107551179,-0.066719169,0.101860961,0.093486972,0.25051685
Fthl17d,0,0.678257862,1.165807933,0.736949876,0.719672595,-0.554651708
Tnik,0,0.255804367,0.233413407,0.4338193,0.436149807,0.684835625
9330102E08Rik,0,0.238945931,0.770453228,0.597292555,0.302314616,-0.092896243
Fam49a,0,0.286613831,0.366819021,-0.046325611,0.284459414,-0.01416922
St8sia6,0,0.376372836,0.060959774,-0.209697047,-0.482302955,-0.654754833
Adgrb3,0,-0.959030422,-3.064047843,0.001416792,-0.789833946,-0.503157066
Itprid2,0,-0.163378551,0.269605021,0.544712939,0.701988543,0.723407144
Nhs,0,0.205705131,0.091563221,-0.045096822,-0.19225833,-0.318070586
Snapc3,0,-0.143582123,-0.409685703,-0.332666682,-0.166861881,-0.021252772
Ncald,0,0.794367249,0.699062034,1.371582036,1.795407822,1.04016758
Il1rap,0,0.294162264,0.145875401,-0.1161856,-0.250702945,-0.158796414
Asah2,0,0.824854992,0.794715031,0.811551742,0.048527427,0.723291546
Rhof,0,0.312830014,0.366098681,0.342354813,-0.65759021,-1.196549792
Eya4,0,-1.041206385,0.195474331,0.6688805,0.174771923,-0.82633072
Stau2,0,-0.248875471,0.001282894,0.421009599,0.576731953,0.598077917
Tktl1,0,-0.581538148,-0.040413039,-0.224383957,-1.37611629,-1.680020147
Atp11a,0,0.121493486,0.140633705,0.881673219,0.874567262,1.088953725
Dyrk1a,0,0.123471459,0.457048517,0.773706465,0.835961128,0.855442537
Ppp4r3a,0,-0.114957383,-0.084558485,0.101749942,0.395904404,0.563506834
Skap2,0,0.123036375,0.18086638,-0.002214952,0.384608867,0.492199072
Spin1,0,-0.115993104,-0.186797936,-0.442399579,-0.592309498,-0.462124647
Mpp5,0,0.118212683,0.267248311,-0.069380837,0.044597616,-0.156646176
Rep.RMER15.LTR.ERVL,0,-0.136986891,0.184686918,0.254897078,0.026106257,0.499258849
Bambi,0,-0.181970582,0.073129265,-0.442492489,-0.502489502,-0.747289762
Snapc1,0,-0.159063942,-0.289681421,-0.451417975,-0.420290371,-0.376865934
Mfap2,0,-0.786668726,0.137089608,-0.340935783,-2.311853365,-2.811390974
Ube2g1,0,0.113382964,0.026636597,-0.358290066,-0.370009193,-0.596117194
Parp12,0,0.184089324,0.074710912,0.526908176,0.393796001,0.037489786
Tmem117,0,0.514471547,0.370150876,1.269291546,2.211459437,2.720578775
Prmt2,0,-0.185475146,-0.301979239,-0.944480881,-0.910387943,-1.233881718
Ccdc157,0,0.219968524,-0.031314109,-0.352953912,-0.390862116,-0.111344729
Rsph10b,0,-0.824992669,0.901831094,1.360833159,1.534991778,0.265847062
Map4k5,0,0.175159335,0.108669421,0.18561487,0.49572156,0.515042539
Kcnh1,0,-0.657072337,0.688194842,1.006086997,0.675316256,0.323071556
Ptpn9,0,0.233589867,0.135811279,0.011169222,0.088793095,0.283326283
D630045J12Rik,0,-0.200648017,-0.079176087,-0.000793423,-0.255747545,-0.307158729
Cbx2,0,0.147490319,0.10437452,0.142308095,-0.139463953,-0.402640611
F630040K05Rik,0,-0.426086561,-0.676510435,-0.824482371,-0.748006634,-1.420564809
Sgms2,0,0.365493316,0.458807052,0.249180481,0.160180785,-0.156602549
Gna14,0,0.588942577,0.939809641,0.049172126,0.172255827,-0.236507394
Kdm7a,0,-0.151766564,0.0602513,0.206105177,0.042588492,-0.204267623
Cacnb2,0,0.807757251,-0.480895984,1.155346497,1.077277517,-0.221960441
Sp9,0,-0.80311521,0.285964908,0.517141053,-0.06763946,-0.792742016
Lbx1,0,-0.809931493,-1.246148481,-0.866475117,-1.176643299,-1.476200961
Ets1,0,0.401868771,1.430694816,0.892142335,0.099287913,-0.825706694
Ube2d3,0,0.090989423,-0.097960415,-0.412917406,-0.234716116,-0.075379989
Rep.RLTR9F.LTR.ERVK,0,-0.312071353,1.498750705,0.924365646,0.628752439,0.462815801
Rprd1b,0,-0.145640341,-0.112596372,-0.325193783,-0.304188354,-0.163750971
Ccni,0,-0.09685841,0.05116072,0.218837709,0.476401953,0.722177281
Cfap410,0,-0.220636157,-0.14040001,-0.370652207,-0.594649503,-0.411219165
4930550C14Rik,0,0.776283425,0.459932529,0.719576896,0.972654779,-0.128957731
Cyp4v3,0,-0.569490054,-0.035397815,-0.085914005,-0.156453054,-1.094275986
Slc34a2,0,0.809839616,2.186193292,1.343342296,-0.075915741,0.151499722
Map2,0,0.1705493,0.425925248,-0.123187225,-0.189030093,0.283258947
Eras,0,0.128098341,-0.672082041,-1.657255676,-1.473718037,-1.668432014
Gfra4,0,-0.624916119,0.152228379,0.308113177,0.503579946,-0.134698384
Zbtb20,0,-0.277619646,0.591708721,1.171326813,1.248292777,1.357572205
Raf1,0,-0.115148762,-0.083513395,-0.249240482,-0.081175838,0.103568282
Col6a3,0,-0.839472709,-0.133210265,-1.83478245,-1.620034763,-0.291148986
Ccng2,0,-0.125257794,-0.455235153,-0.463655685,-0.407874733,-0.458628211
Phf6,0,0.117005582,-0.126614768,-0.407423606,-0.416724602,-0.683456522
Dcun1d5,0,-0.101581169,-0.290704625,-0.536590398,-0.193867483,-0.302696622
Dennd4b,0,0.152766805,-0.204341754,0.203706744,-0.100038455,0.058450929
Drc1,0,-0.316968498,-0.139498417,-0.530956733,-0.559228899,-1.748913139
Gabrp,0,-0.187911722,0.534828137,0.809419637,0.431300949,0.314890918
2310061I04Rik,0,-0.128857686,-0.029468577,0.072376551,0.628705171,0.74432871
Fbxl2,0,-0.224024693,0.397656108,0.900308155,0.487367024,0.60438966
Ralgps2,0,-0.099730206,0.073404838,-0.052705124,-0.02436558,-0.110348021
Gm11992,0,0.447653709,-0.992002296,-1.950226476,-2.449236466,-1.692160206
Prox1,0,-0.383624236,-0.268836127,0.218262578,-0.747310377,-0.864308161
Nhsl1,0,0.16010417,-0.004942072,0.168651939,0.043918397,0.211449816
Rep.RLTR46A.LTR.ERVK,0,-0.579484226,-0.143640717,0.122047651,-0.031558608,0.373366393
Gm7332,0,-0.335414082,-0.115102618,-0.379454675,0.179865225,0.09301914
Gm49745,0,-1.051409278,1.441596829,-0.129182556,0.024397211,-1.058023512
Tmed5,0,-0.147180666,-0.2591446,-0.378345324,-0.378018551,-0.30184209
Homer1,0,0.114518821,-0.259428123,-0.596622806,-0.815844321,-0.754619769
Cnot7,0,0.116967061,0.009416558,0.003577748,0.171087935,0.149238681
Lmo7,0,-0.09736278,-0.098843899,-0.018546889,-0.147755656,-0.116154792
C8b,0,-0.371634747,-0.395863046,-0.914875621,-1.906193121,-1.952590967
Gm4349,0,0.228733036,0.984663861,0.642253961,-0.240211889,-0.166821715
Ptprb,0,-0.831606996,-0.629445555,-1.631865491,-0.968194592,-2.428062811
Arhgef11,0,0.137055984,-0.097520029,0.000113693,-0.426845553,-0.190970693
Phkg1,0,0.252502422,0.34049085,0.469780287,0.553249629,0.263203848
Pmfbp1,0,-0.783417347,-0.380098372,-0.6356502,-1.995799585,-1.149634802
Oas1c,0,0.323556099,-0.438962308,-1.630522704,-1.912569857,-2.754695891
Cgas,0,0.536104456,0.446026572,1.226165168,1.789264682,1.579781821
Donson,0,-0.137876512,-0.082201441,-0.056254413,-0.063418725,-0.229978353
Tinf2,0,0.101542467,0.207511536,-0.058958994,-0.02920048,-0.268029116
