gene,0h,12h,24h,36h,48h,72h
Ddx19a,0,-0.104291771,-0.358636203,-0.461403238,-0.234078018,-0.097283963
Olfml1,0,-0.712867124,-0.196485045,0.481797343,-0.227548829,0.140009222
Vps13a,0,0.107317803,0.128979082,0.166606203,0.004964034,0.160996401
Rdh12,0,-0.309105745,0.068315496,-0.215944102,-0.38314308,-0.673586285
Gm15911,0,-0.736571331,-1.334316666,-1.029476457,-0.119963971,-1.216670904
Kif26b,0,0.424445839,0.374544559,0.894384521,0.322487432,0.115971449
6330403K07Rik,0,-0.393946756,-0.012072797,-0.578161754,-2.105464481,-2.318018555
Gm49698,0,0.710339985,1.378191723,0.556446409,0.772825805,0.856768816
Cry1,0,-0.103449606,0.321220179,0.523913281,0.730154283,0.680414193
Pde6a,0,-0.757686779,0.37280813,0.074998508,0.157268487,-0.444795203
Grid1,0,0.925624168,2.221385082,2.878816595,2.903207745,2.648611015
Cacna2d1,0,0.277463691,0.055500351,0.498233635,0.637959782,0.961846066
Arfgef3,0,0.147621158,0.183070406,0.736515524,0.182619337,0.156853261
Trim44,0,-0.091945833,-0.053070281,0.220633073,0.036600506,0.175896958
Pde8b,0,-0.387788749,-0.487259055,0.023734943,-0.601375373,0.028608707
Armc2,0,-0.308124162,-0.421414442,-0.975835255,-1.183012042,-0.938955199
Lonrf2,0,0.610285204,1.282511278,0.61356038,0.352960282,-0.093843486
Bspry,0,-0.138381564,-0.296012668,-0.861338727,-0.88447887,-0.718599073
Zfp30,0,0.285147611,0.480696538,0.142289386,-0.060805226,-0.639145883
Dgkk,0,0.348967066,0.221435841,0.171834614,-0.371573429,-0.190560043
Klrg2,0,-0.297972055,-0.324404195,-0.208914399,-0.535773435,-1.213129518
Tmod2,0,0.194840881,0.459965577,0.602100718,0.036587098,-0.172214321
Myom3,0,0.395180753,-0.255995942,0.63625744,0.530208764,0.752344942
Cnot6,0,0.097315707,0.031408711,0.229759781,0.130317751,0.111446332
Gm12992,0,0.701021701,1.569595327,0.822546683,1.199888582,0.245814717
Sycp2l,0,0.348700586,0.226357548,0.253938397,0.131594665,-0.096466586
Bmp6,0,-0.212540154,0.56291275,0.448976794,-0.136450248,-1.096432222
Taok1,0,-0.096300865,-0.051387533,0.073663792,-0.041198896,0.130775524
Ier5,0,0.230248931,1.126206289,0.99788909,0.142858916,-0.207075279
Slc39a6,0,0.126954428,0.186862286,0.025940912,-0.116421343,-0.374750398
C230035I16Rik,0,0.422376711,0.560247088,0.536334423,0.985162175,0.210640309
Zp3,0,0.315847492,-0.248019563,-0.340108349,-0.235212196,-0.406891856
Slc16a10,0,-0.199034926,1.007669201,1.274376085,1.00779517,0.468450027
Trim13,0,0.123857676,0.145381552,-0.358816471,-0.429237491,-0.717870046
Frem1,0,0.394086815,-0.860902506,-0.773961536,-1.370101225,-2.014265784
A730082K24Rik,0,-0.581076747,0.390367187,0.939977614,-0.03635446,0.571628385
Rims2,0,0.184341741,0.252375484,0.590725297,0.836349607,1.446072016
Ipmk,0,-0.088305333,0.303207451,0.217950551,0.280805083,0.384982928
Tbxa2r,0,-0.598193511,-0.82368158,-1.59089197,-1.406344451,-1.872990813
Gm19680,0,-0.369601091,-0.359284918,-0.607364306,-0.423617607,-0.340167198
Orai3,0,-0.217475983,0.099257085,0.641168594,0.415040548,-0.048472553
Hipk1,0,0.105019667,0.116020684,0.229086871,0.230983631,0.445499544
Abca8b,0,0.515056655,1.183239955,2.933018646,2.684595641,1.760154855
Tlcd2,0,-0.254226754,-0.07150407,-0.563755906,-0.415845222,-0.723868516
Kdr,0,0.477298341,0.471860504,0.430318248,-0.224092058,-0.981204495
Dock3,0,0.203499655,0.453682229,0.863432651,0.812859675,0.692449172
Gm3716,0,0.542556129,-0.097464009,-1.133124414,-1.237138661,-0.901774341
Adamtsl1,0,-0.442576539,-0.317126101,-0.132340694,-1.144413418,0.410049831
Ift43,0,-0.185572197,-0.022778214,0.085590368,0.332423211,0.380370453
Eya1,0,0.239748645,1.142546818,2.163589327,2.436846298,2.176615231
Gnrh1,0,0.640845535,0.973567695,0.592058125,1.300737364,0.789908641
Ankrd12,0,-0.144879925,0.524797523,1.386752051,1.516495741,1.507805275
Abca4,0,-0.259328022,-0.07872732,0.515400463,0.441250734,0.062491738
Gm7335,0,-0.786832255,-0.857942697,0.190722785,-1.029481057,-0.740613784
Rap2a,0,0.160412196,0.537253435,0.505690913,0.602993379,0.389490422
Epha7,0,0.294129623,0.900871892,1.212722063,0.644316965,0.563297856
Hip1r,0,0.111641967,0.555846592,0.403089409,0.150223746,-0.23654087
Ipo8,0,0.085408462,-0.052281749,-0.087781345,0.047409073,0.390587121
Pate2,0,0.651073023,0.680965368,0.954300934,0.842067458,0.147298915
Neb,0,-0.140586344,0.097719384,0.602488816,0.331071778,0.207058603
Skap1,0,0.609162469,1.064648134,1.736274878,-0.062454464,-0.177570162
Osbpl1a,0,-0.091801191,0.201249685,0.463846019,0.770027313,0.907333809
Pkn2,0,0.08087608,0.127607226,-0.022233347,-0.018876149,0.096142218
Ophn1,0,0.29589004,0.441568479,0.659345221,0.486631624,0.880848269
Zfp944,0,0.23394115,-0.030947721,0.25443569,0.176695341,0.022170716
C630043F03Rik,0,0.332655559,-0.086589128,0.336068058,-1.018171003,-0.941242113
Sec22c,0,0.124910087,0.183505511,0.066802387,-0.048555284,-0.187304345
Rabgef1,0,-0.138851283,-0.098091097,-0.056555815,-0.254745126,-0.727469103
Nkd2,0,-0.272329106,0.726281879,0.707874859,-0.402335479,-0.560236134
Cdc25c,0,-0.108629473,0.083560804,-0.322169938,-0.207131421,-0.255274154
Hnrnpul2,0,-0.079348384,-0.134670371,-0.628809634,-0.539972534,-0.362133754
Myo5a,0,-0.093153109,0.363109939,0.985961202,1.235757138,1.195912675
Ppm1h,0,0.197023757,0.672936991,1.500637069,1.639663103,1.444809134
Rep.ORR1A3.LTR.ERVL-MaLR,0,-0.108504469,0.243310408,0.006564967,-0.100789488,0.087206472
Zfp622,0,0.08854331,0.199769403,-0.374369789,-0.242156212,-0.36538153
Gabpb1,0,-0.096233343,0.242797607,0.20962794,0.523664246,0.340594933
Map3k21,0,0.661964601,0.523782978,1.669706168,1.306354331,0.798430981
Bambi-ps1,0,-0.584661061,0.615100663,0.363886712,-0.833165615,-2.475909225
Rep.RLTR10D2.LTR.ERVK,0,-0.240424037,0.990681293,0.742660786,0.032851963,-0.69903556
Gm13230,0,0.291087408,1.402161637,1.02401976,0.008347963,-0.249544586
Pi4k2a,0,-0.089412732,0.008635952,-0.132303995,-0.113079007,0.046976465
Fam167a,0,-0.308258178,0.424913657,0.042030379,0.710810045,1.557393414
Hbegf,0,0.179505471,0.096594429,-0.470940979,-0.84963328,-0.170424545
Togaram1,0,0.090595101,0.321428948,0.297834015,0.382879997,0.4186367
Dio3,0,0.25508961,1.238487237,1.630430488,1.11325859,0.711883263
Atrnl1,0,0.125603733,0.298540366,1.00506991,0.915841555,1.073604259
Gtdc1,0,-0.163544088,0.269533377,0.242792418,0.201104116,0.177709301
Nup214,0,0.090130611,-0.182814096,-0.158774652,-0.301836075,0.213941024
Fam43b,0,-0.605142535,0.090246431,0.634616617,-0.483929999,-0.973071146
Rbpms2,0,-0.080723899,0.239393939,0.162411968,0.343320085,0.371339777
Agap1,0,-0.096709517,0.16160435,0.68551441,0.574318068,1.10860656
Prr36,0,-0.236507874,-0.441852276,-0.690843456,-1.14207705,-1.434310648
Lmo1,0,-0.438667524,-0.608228312,-0.290342969,-0.543393063,-0.962976246
Kif17,0,-0.295560878,0.827901563,0.73035661,0.053640944,-0.437393021
Zim1,0,-0.328100238,-0.673655658,-0.814631751,-1.588491895,-0.944820376
Osbpl9,0,-0.087565483,0.101973178,0.085586191,0.280298956,0.305830816
Plag1,0,0.155615974,0.334777491,0.226212618,0.258919507,0.140055911
Prkx,0,-0.121499602,0.201296173,0.279186066,0.027684837,0.054714835
Tiam1,0,-0.092283407,-0.070763045,0.270539733,0.106708826,0.028014001
Eps8,0,0.116044471,0.100241451,-0.152689961,-0.348162596,-0.366102452
Nobox,0,-0.619589444,-1.250095096,-0.113279959,-0.198187705,-3.175204564
Cdk12,0,-0.092527439,0.210848475,-0.243741388,-0.717852771,-0.475491466
Kcnma1,0,-0.653757941,-0.132877828,1.728448765,1.273263941,1.860716737
Usp11,0,-0.083518457,0.561481914,0.836209874,1.040725362,1.063280043
Mat2b,0,0.079445726,-0.122801183,-0.625780081,-0.355207852,-0.560458411
Plekha3,0,0.125536734,0.069894813,-0.087966331,0.064721279,0.373952307
Pdk3,0,-0.092353904,-0.227972614,-0.51326213,-0.328298538,-0.447168986
Mast2,0,0.092385882,-0.236323901,-0.100444239,-0.206164788,0.117247447
Zfp451,0,-0.081592295,-0.00522638,0.019020844,0.109798525,0.327048328
Hspa4l,0,-0.152366995,0.080636315,0.031746899,-0.551454051,-0.412602827
Katnal2,0,0.192606986,0.646054607,0.482917802,0.109451744,-0.086829794
Stradb,0,-0.169043307,-0.090585238,-0.054755466,-0.249768826,-0.614824509
Fzd9,0,-0.212308166,0.407197906,0.785919075,0.672856164,0.534487224
Nostrin,0,0.312685634,0.705974506,0.725692264,0.421561599,0.209061992
Calhm6,0,0.552998645,1.023218202,1.040457942,0.816227406,0.586550643
Cyp2u1,0,0.402738844,0.825540784,1.203347653,0.701100222,0.234340854
Brsk2,0,-0.509501154,-1.131988708,-0.464569393,-1.471528652,-2.086969556
Zfp948,0,0.163122817,0.548974767,-0.104055751,-0.334255986,-1.106297134
Pcsk5,0,0.682485724,1.019904554,1.588938864,1.145290064,0.424678971
Bbs7,0,-0.161641857,-0.02465826,0.419025935,0.366549622,0.428242138
Gata4,0,0.181397892,0.144844901,0.770291354,0.44034995,-0.115285929
Slc6a7,0,0.262849271,0.85970199,1.444387081,1.25209984,1.520839574
Borcs5,0,-0.177313835,0.003444972,0.107868883,0.014080402,-0.488466033
Gfer,0,0.090320481,0.061859106,-0.208317565,0.269652374,0.185081828
Jazf1,0,-0.710223677,0.024869725,0.345628293,0.072759677,-1.019283072
Cask,0,0.147794424,0.122584587,0.360263714,0.567413989,1.051799705
Arih1,0,0.070908221,0.134750035,0.194690023,0.261918835,0.385140333
Fam193a,0,0.100025098,0.266836331,0.514211456,0.319640307,0.594162354
Ppp1r12a,0,0.071988445,0.295224017,0.460202993,0.646478232,0.867466386
Mff,0,-0.06844514,0.101779457,-0.165725782,0.051215796,-0.147392764
Rimkla,0,0.19390612,-0.149213583,0.309455997,-0.167454477,-0.427771003
Ncoa1,0,0.106856083,0.460639562,0.914504878,0.545204174,0.753588661
Stard13,0,0.233778234,0.345975023,0.288477535,-0.459671994,-0.621677335
Adarb2,0,-0.647979302,-0.564024477,-0.399492358,-0.735807319,-1.416143725
Peli3,0,-0.328080134,-0.4839256,-0.714932259,-1.184718759,-2.004001067
Prkg2,0,0.449857378,0.419906816,1.303163328,1.602210564,1.639911085
Hsf5,0,-0.527178749,1.569453184,2.353783262,2.469405583,2.818007352
Tank,0,0.157797841,0.265215489,0.186588202,0.053486418,-0.001988556
Nutm1,0,0.657750733,0.62742756,0.286926669,0.448151182,-0.555195009
Lrrcc1,0,0.120923492,0.099724547,0.120836722,0.219597318,0.213780877
Pkd2l2,0,-0.19947016,-0.078498507,-0.245634521,0.289991454,-0.003337014
L1cam,0,-0.207334907,-0.710046783,-0.118748406,-0.712170513,-0.179844736
Alox12,0,0.235653341,0.085769058,0.014852417,-0.301542109,0.074665585
B4galnt2,0,0.238337949,0.889218357,1.582275196,1.97790741,1.841960514
Ptpn11,0,0.071727016,0.098216859,0.096580336,0.089042368,0.187624697
Chd9,0,0.072751166,0.013906544,0.138748698,0.253798983,0.629528247
Gm9,0,-0.159321956,-0.306030008,-0.307412299,-0.393490314,-0.417763995
Dpp6,0,0.187054276,-0.134845139,-0.315909153,-0.135893062,-0.408643679
Ccna2,0,-0.064896229,0.009733259,-0.511143618,-0.190370075,-0.042951889
Zscan29,0,0.168660112,0.352839207,0.19231236,-0.365238891,-0.697394884
Mvb12b,0,-0.159763541,0.256560877,0.727779484,0.790531449,0.952621111
Muc4,0,-0.438226405,0.069273602,-0.711207981,-2.754831329,-3.786893144
Pld1,0,-0.279632015,-0.24625464,-0.326380117,-1.550639924,-0.31511549
Gm6639,0,-0.638769105,-1.050037821,-1.302983975,-0.185285433,-0.301658501
Kiz,0,0.171588773,0.088180887,-0.198833997,0.423690461,0.416650263
Phf1,0,-0.181313843,0.176149658,0.001469093,0.460186558,-0.077823705
Snx7,0,-0.184722885,0.076208118,-0.061979206,0.157274486,0.239760889
Rasd2,0,0.239319249,0.83357999,1.544462277,1.537631796,0.917695181
Fam174b,0,0.315354922,0.484968804,0.301624632,-0.043302646,-0.271847285
Usp21,0,-0.101201136,-0.20191162,-0.242003798,-0.194291402,-0.008080987
Pdzrn3,0,0.390558087,0.733980648,1.225131708,0.239059939,0.561905158
Srcap,0,-0.158335023,-0.14089801,0.186023647,-0.240770393,0.393475738
Akap8,0,-0.07087216,0.085828876,0.192398333,0.268013328,0.199078734
Spag6l,0,-0.507832754,-1.987319947,-1.875134251,-1.56942258,-0.791906046
Klf16,0,-0.084832866,-0.363205325,-0.60167846,-0.424936449,-0.181153221
Ica1l,0,0.339497588,-0.121787249,0.198967002,-0.06166945,-0.957063396
Bicd2,0,0.092495119,-0.025990471,0.061832918,-0.50371948,-0.674182805
Rab34,0,0.139035566,-0.009962619,0.103245194,0.543333788,0.239684387
Cyp39a1,0,0.197295969,0.326152886,0.167602613,0.481139083,-0.551155677
Clock,0,0.094965069,0.126872394,0.226501156,0.244916919,0.361913012
Cntrl,0,0.069171497,-0.014487528,0.011547804,-0.000483155,-0.069305704
Rasa3,0,-0.126711644,0.146107137,0.276153423,0.558770289,0.704113427
Cpxm2,0,0.342854422,0.914071772,0.549214965,0.260130127,-0.016601872
Cul3,0,-0.063104412,0.062163477,-0.141128176,0.000473957,0.27008805
Mrc1,0,0.484743201,0.303325937,-0.716413952,0.348060965,0.355383553
Entpd5,0,-0.114279164,-0.014055908,-0.170671445,-0.625162568,-1.349888404
Smim40,0,-0.158652731,-0.263772495,-0.257301557,0.210994105,-0.95733699
Nrp1,0,-0.592448132,-0.272487527,0.497805852,0.342836894,0.141408176
Prelp,0,0.56675107,-0.335083585,0.083025499,-0.252777677,-0.216263973
Mlxip,0,-0.076640906,0.099420883,0.062428102,-0.163730286,-0.05166959
Pfkp,0,0.063121368,-0.071482777,-0.707364454,-0.986170135,-0.938528899
Selenos,0,0.100939389,0.370004238,0.070865555,0.421839944,0.398576661
Tmtc1,0,-0.142923731,-0.231247787,0.182530767,-0.584964166,-0.752960734
Nf1,0,-0.086769596,0.22696782,0.896453297,0.756571708,1.205802908
Ahdc1,0,-0.07286644,-0.364894255,-0.541428687,-0.633659314,-0.037787658
Susd3,0,0.339742634,1.079201025,0.595787904,0.087713167,-0.734081149
Cenps,0,0.100831591,0.071481645,0.098701746,0.011879391,-0.344298348
Tmem108,0,-0.142878978,-0.179576864,-0.283837864,-0.649689959,-0.537609077
Sin3a,0,0.059353394,-0.244389621,-0.716366525,-0.980310893,-1.122491793
Ap1s2,0,-0.081773156,-0.079518454,-0.424441706,-0.794122322,-0.721200215
Ppp4r2,0,0.06647995,0.316409858,0.343732796,0.365496598,0.19074045
Rep.RMER19A.LTR.ERVK,0,-0.189196873,-0.046342106,0.237536415,-0.273834085,0.2439523
Usp2,0,-0.11452204,0.471892466,0.629879484,0.434842956,-0.016581958
Tnfaip8l2,0,0.560545909,-0.448329385,-0.219652975,-0.367794042,-0.068841207
Daam1,0,-0.08946514,0.068588557,0.053985445,-0.107153996,-0.286859104
Pdxdc1,0,-0.064947666,0.108863543,-0.045442664,0.19779514,0.183281724
Tmcc2,0,0.151672416,0.367866542,0.639232121,0.530856298,0.398701732
Dicer1,0,0.058590513,0.204417985,0.378786033,0.213775809,0.220750631
Ccne2,0,0.1374383,0.331396901,-0.479829679,-0.527793162,-1.488393232
Nxt1,0,-0.071219908,0.004451391,-0.497291911,-0.639594369,-1.062440116
Brd8dc,0,-0.43362258,0.459985687,0.933835983,1.725897443,1.324497108
1700120C14Rik,0,0.382567515,0.632825833,0.559135778,0.663112104,0.15052515
Fbxl13,0,0.54603976,0.262901457,0.313292629,1.306619695,0.2671303
Fam189a1,0,-0.374258817,-0.71669029,-0.111298987,-0.007261243,-0.037499924
Mindy4,0,-0.245381314,-0.995685199,-1.18378357,-1.690515694,-1.640827127
Galnt17,0,0.306355832,1.075139706,0.963235469,0.120459839,0.51050179
Lhfp,0,-0.233299585,0.118782161,0.661887688,0.395906402,0.750519105
Tubb2a,0,0.065480685,-0.628798621,-1.337782642,-1.275540576,-1.234044025
Spag1,0,0.104264297,-0.409512564,-1.019704978,-1.54223501,-1.512367397
Med14,0,0.065521102,-0.079233613,-0.014020517,-0.198822991,-0.131526657
Fbxo36,0,-0.18196625,0.17794919,0.156728189,0.275594064,-0.287346907
Fndc3b,0,-0.077893867,0.77309542,1.329444636,1.188642243,1.158867477
Nol4l,0,-0.086967419,-0.178268961,0.016541565,-0.088185734,-0.139906033
Klf17,0,-0.510929376,1.832748634,0.795358588,-0.968194592,-0.917278348
Gm30108,0,0.329140729,0.153238481,0.566333415,-0.209456662,-0.041182727
4930539E08Rik,0,-0.134695389,-0.645214953,-0.606662643,-1.225870439,-1.872870374
9630014M24Rik,0,0.469069194,-0.361776252,-0.495546511,-1.782462581,-2.279594158
2810429I04Rik,0,0.111464149,0.101757797,0.418317608,0.099216638,0.141128603
Unc13b,0,0.066407655,0.149876858,0.090930403,-0.112862549,0.173857081
9430038I01Rik,0,0.152845793,0.293263356,0.029101691,-0.240430792,-0.797338068
Cul4b,0,0.053443897,-0.151264008,-0.439303986,-0.195242832,-0.078538307
Gm2694,0,0.108565619,0.163290071,0.018592868,0.017931653,-0.366480919
4932438A13Rik,0,0.064051774,0.332475608,0.340179412,0.263218386,0.544743802
Oasl1,0,0.257465,-0.368237607,-0.895165154,-1.641149253,-1.243832579
Eda,0,-0.192418794,0.002924396,0.453678696,0.659232542,0.457102051
Ero1l,0,0.052944987,-0.538074657,-0.727832891,-0.793937338,-0.841382648
Nup98,0,-0.054070442,0.139087443,-0.00595968,-0.073885823,-0.016024719
Rep.ORR1A3-int.LTR.ERVL-MaLR,0,-0.117510324,0.045713166,0.291378249,0.153933416,0.537535769
Pheta1,0,-0.107881949,0.461408026,0.119630486,-0.470973714,-0.387354148
Ldhd,0,0.224116292,0.937763217,1.173737722,0.627541734,0.27250733
Ccdc36,0,0.216257934,1.525167621,1.515600479,0.992327174,-0.219939206
Gm6185,0,0.511291728,2.104953616,1.129796329,1.617761148,1.449169119
1700093K21Rik,0,0.421471466,2.631392759,2.08144832,0.091386297,-0.296837691
Lysmd1,0,0.221919444,0.118292184,0.513929291,0.391870252,0.073621433
Usp29,0,0.295077391,0.327435686,0.939927013,1.448995197,1.28671715
Gnb4,0,0.201663213,0.089888295,0.206765066,-0.109253816,-0.307996122
Ctnnd2,0,0.255338999,0.433104914,1.062760602,0.946391752,1.090939623
AL671885.1,0,-0.438308536,-0.757022151,-0.43418502,-1.093441081,-0.233173551
Scel,0,0.294928285,1.125080054,1.819394899,1.226471293,0.076137047
Scarf1,0,0.213235425,0.011874484,0.215657529,0.224901688,0.471967055
Sycp2,0,-0.168159046,0.223063958,0.709188324,0.032311288,0.127168722
Tsc22d2,0,0.071310155,0.513300687,0.566825112,0.361110431,0.259134119
Gm15853,0,-0.464914279,-0.278235904,1.333790021,2.380080435,2.688035384
Eloa,0,-0.070038802,0.224930797,-0.238990752,-0.349824643,-0.76756825
Rasgef1b,0,0.203383175,0.802758389,0.872500663,0.257226285,-0.134324795
B930095G15Rik,0,0.250568783,1.083914306,1.310774794,1.080980042,1.118207034
Rps6ka6,0,0.054755483,-0.162556673,-0.336091607,0.089043852,0.032844259
Samd4,0,0.265356402,0.332595213,0.574309804,0.695304027,0.422339005
Iqub,0,0.504563751,0.693770569,0.68887868,0.620867823,0.888881199
Sufu,0,-0.073470585,-0.121408219,-0.271275364,-0.519144663,-0.458728506
St6galnac4,0,-0.105606997,-0.394790019,-0.373470029,-0.478057309,-0.484312373
Spon1,0,0.241580955,-0.002348729,0.10344277,0.344600575,0.305201436
Grin2b,0,-0.390885204,-1.271487918,0.562590475,-0.905411333,-0.320781997
Iqck,0,-0.170075529,-0.496476622,-0.535223341,-0.676101011,-0.44683643
Esr2,0,-0.260124885,-0.831435991,-1.357495259,-1.276612888,-1.857074983
Cdk5r1,0,0.33335059,1.004627624,0.649096566,-0.104607496,-0.493768906
Acbd5,0,-0.074722912,-0.16451783,-0.351049383,-0.315449083,-0.239312777
Hhex,0,0.15479142,0.688126336,0.764599888,0.919386152,0.459598995
Gm15262,0,0.149461256,0.457534451,0.863317405,0.592394077,0.3240956
Ehbp1,0,-0.074430491,0.132777418,0.217245318,0.074233523,0.376937651
Samhd1,0,-0.055437914,-0.244896072,-0.377891831,-0.297264386,-0.390140534
Pls1,0,0.080151681,-0.108945885,-0.176995373,-0.409914004,-0.664145353
Spata33,0,0.25481682,0.236052882,0.3463153,-0.390030784,0.18300189
Ireb2,0,-0.049311785,-0.197884543,-0.590892766,-0.51699877,-0.431098972
Cnksr3,0,-0.084805462,0.503271358,0.457033612,0.31594528,0.28260919
Ttc28,0,0.20460881,0.677728446,1.216118578,1.004660739,1.840455874
Cpne9,0,-0.182072605,-0.347356272,-1.106698596,-1.282034971,-1.555453393
Camkk2,0,-0.076915441,-0.077535744,0.35835104,-0.097569875,-0.220873525
Fbn2,0,0.237020356,0.259638977,1.07491934,0.715527781,0.578868489
Reln,0,-0.332321682,0.78361252,1.162268782,0.156903801,0.2355196
Nes,0,0.120224648,0.212389395,0.100802886,-0.975725248,-1.178911584
Maged2,0,0.09045637,-0.324481494,-0.730834247,-0.484372071,-0.447484929
Wdr44,0,-0.106420061,0.409805389,0.092614509,0.151480423,-0.065679474
Th,0,-0.43250062,-0.673289149,-1.373307824,-0.886530052,-2.880558869
Cnksr2,0,0.143038749,0.273084719,1.031871552,0.939719822,0.801644408
Myom2,0,0.348550594,0.764859465,0.328751944,-1.377144014,-1.492109635
Gm36839,0,-0.267479013,0.240347098,0.367521506,-0.099525678,-0.093673264
Rassf5,0,-0.174972064,0.828860935,0.934640877,0.01577731,0.036457141
Rep.RMER17A2.LTR.ERVK,0,0.087843665,0.542106928,0.549887742,0.234147568,0.382874718
Klhl23,0,0.162475287,-0.600286322,0.194084131,-0.268811282,-0.478231653
St6gal1,0,0.136041096,0.177252659,0.227436155,-0.919372474,-1.296542083
Odf3b,0,-0.398700965,-0.873857183,-0.199107069,-0.386119088,-0.186192221
Col22a1,0,-0.221315484,0.5658547,0.742629863,0.202191118,0.580422857
Cadps2,0,-0.276926125,0.166129213,1.012160633,1.475059452,0.991340978
Gm45752,0,-0.291113912,-0.015319978,-1.024680135,-1.527200936,-2.141952572
Slain2,0,0.069544264,-0.205936796,-0.15076699,-0.136904759,-0.361479136
Dcaf6,0,-0.069457373,0.062957754,0.422405566,0.437828167,0.155516906
Ncoa6,0,0.056027307,0.239451985,0.605809032,0.61585699,0.983829161
Fras1,0,0.316105686,0.488079927,2.011746454,0.922661328,0.421376549
Sh3bgrl,0,0.084339116,0.059551113,-0.22489308,0.187979653,0.257096296
Gm45564,0,0.458263934,1.014424302,1.093422038,1.075712881,0.428277366
Gm36298,0,-0.386760107,-0.689985871,-0.441524813,-1.432417567,-0.260772427
Arpin,0,0.143567795,0.051823104,-0.328487567,0.599221519,1.179775846
Exoc3l2,0,-0.347448243,-0.956654913,-1.203729295,-1.005130248,-0.396588803
Rnf122,0,0.118316969,0.396036666,0.15215478,-0.523988538,-1.192289743
Nup210l,0,-0.151420355,-0.822341102,-0.412083882,-1.329664921,-0.680813079
4933404O12Rik,0,0.127995715,0.155881602,0.534970578,0.125727923,-0.767573009
Clvs2,0,0.222100121,0.118993734,0.558457871,0.136343483,0.894924392
Esr1,0,0.066532317,-0.00110859,-0.27575957,-0.457413121,-0.609673246
Apc2,0,-0.198959845,-0.676166426,-0.261049567,-1.401299711,-0.585552714
Nfya,0,-0.045521469,0.312228232,0.140095687,-0.28334651,-0.48958321
Gatad2a,0,0.045664362,0.019757805,-0.063004888,-0.164577045,0.030682062
Trmt61b,0,-0.098407645,-0.576530086,-0.670916481,-0.504678156,-0.204186005
Usp26,0,0.0563337,0.400587402,-0.286962149,-0.886047014,-1.294648776
Ankrd28,0,0.045939576,-0.012209476,-0.031217181,-0.059942203,0.177236397
Dda1,0,-0.053897576,-0.198475421,-0.308018881,-0.216192519,-0.212214523
Hsp25-ps1,0,0.357236126,-0.857942697,-1.51695828,-0.815147589,-1.143193368
Pcnx2,0,0.17088623,-0.272071073,-0.017161917,-0.215985608,-1.023515896
Pnrc1,0,0.070233791,-0.305716085,-0.922006476,-0.93052277,-0.614903067
Il10rb,0,0.290950463,0.74358266,1.308530763,1.138900338,1.319519282
Gm19209,0,-0.435124582,0.317948107,-0.91936815,0.132982875,-0.100225248
Lrch1,0,0.049974426,0.092275298,0.369138014,0.351162398,0.469675869
Unc50,0,0.053600279,-0.028975546,-0.207040454,-0.024618962,-0.288272745
Slc26a9,0,0.249548637,0.028729897,-1.05777499,-0.559226992,-0.328793768
Vps9d1,0,-0.116104339,-0.137555326,-0.100278958,-0.337131214,-0.015361696
P2ry1,0,0.287687591,0.905892232,0.767641589,0.437314418,0.131194149
Rpl3l,0,-0.193877751,-0.405635734,-0.890571784,-0.935419044,-0.180499399
Ccdc186,0,0.054044064,0.316567252,0.296195567,0.230054951,0.017971569
Gm6206,0,-0.208889274,0.158472461,0.227003445,0.315092399,0.354463904
Ggct,0,-0.062839864,-0.582132504,-0.698254462,-0.693389254,-0.799022007
Thsd4,0,-0.291321317,0.134812028,1.488722468,0.864469577,0.599014581
Rbm27,0,-0.043821534,-0.17344542,-0.519696232,-0.550350514,-0.337146341
Igsf11,0,0.297980227,0.493735115,0.583184462,0.624804613,0.961884549
B020017C02Rik,0,0.261397248,1.816123149,0.525136764,0.272927975,-0.834543488
Tex11,0,0.08288457,-0.114010719,-0.205867552,-0.485904623,-0.469012552
Crtc3,0,-0.209980401,0.755016507,0.770923928,0.371059617,0.748212823
Acap3,0,0.080345909,-0.180932132,-0.198626083,-0.842946771,-0.753466163
Myo19,0,0.058508989,-0.011731093,0.239364509,0.204796093,0.19257127
Ccdc88a,0,0.053936108,0.274623652,0.509893298,0.456822404,0.65376165
Mc5r,0,0.304548663,-1.179733356,-1.132939106,-2.07614871,-3.104612963
Myo15,0,0.278055033,0.995255186,1.37636305,0.907285018,-0.047283273
Usp32,0,-0.049921633,0.103274434,0.319226796,0.370156527,0.347698772
Plxnc1,0,0.235221308,0.52512128,0.755047454,-0.474054789,0.748085555
Ascl4,0,-0.359388081,-0.508895707,-0.404795766,-0.726667785,-0.272112352
Rep.ORR1A1.LTR.ERVL-MaLR,0,0.193577653,1.03887677,0.499638197,-0.061287607,0.094269209
Pag1,0,-0.112593492,0.612178384,0.772795043,0.048303225,-0.207862993
Tcp11l1,0,-0.097982497,0.108326637,0.498510866,0.485827538,0.608801978
Sh3rf3,0,-0.172076311,0.483783773,0.945406426,0.200112761,-0.281188472
Cdc37l1,0,0.043252266,-0.172119659,-0.209084618,-0.275961367,-0.33013853
Phykpl,0,0.071806525,0.228757871,0.533956887,0.441583523,0.457382106
Eif4enif1,0,0.044295279,-0.011321064,-0.01023582,0.148844949,0.127753295
Mmp16,0,-0.335556488,-1.220158873,0.22526577,-0.116364197,-0.025555058
Stk40,0,-0.045729699,0.217867967,0.252264756,-0.046157997,-0.126038711
Usp53,0,0.071193703,-0.012203803,-0.059065929,-0.07094773,-0.191347675
