gene,length,logFC,logCPM,F,PValue,FDR,comp,study,tagComp
Zfp423,5608,1.354040858,5.853772541,59.49594176,9.07E-05,0.009268024,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mturn,5695,-1.668156304,4.414634449,59.46211814,9.08E-05,0.009268024,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Npnt,5026,-1.629769324,4.246302052,59.37722707,9.13E-05,0.009268024,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Klhdc1,3137,-2.193056237,1.626117649,59.26699642,9.18E-05,0.009280251,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Enc1,4737,1.337982212,7.687789833,59.08369908,9.28E-05,0.009330807,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Obscn,29422,-2.766254253,1.401443972,58.8167173,9.42E-05,0.009389219,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Bcl6,6700,-1.873881235,2.470424557,58.72460837,9.46E-05,0.009389219,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Col15a1,6349,-2.501986736,1.570799989,58.71801963,9.47E-05,0.009389219,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Setd1b,12068,1.463410586,5.666218623,58.628333,9.52E-05,0.009390262,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm3226,1342,1.514536483,4.108517143,58.54917822,9.56E-05,0.009390262,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Glrx,5494,1.508531573,4.277282711,58.38210342,9.65E-05,0.009418996,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Man2b2,3528,-2.057217141,4.57110152,58.3302192,9.68E-05,0.009418996,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm8355,1941,1.536671348,6.531124136,58.09261662,9.81E-05,0.009459851,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Myo1f,4970,1.460089112,4.962077108,58.01379518,9.85E-05,0.009459851,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Knop1,5880,1.300731691,7.553855519,57.91951259,9.91E-05,0.009459851,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Khdc3,2050,2.069762697,2.644208798,57.91901549,9.91E-05,0.009459851,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pdzk1ip1,1778,-3.216453627,0.145134402,57.85065891,9.94E-05,0.009459851,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hexa,1996,-1.683840701,5.685842797,57.71964963,0.00010019,0.009461113,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Plcl1,6687,-3.943171861,-0.472338801,57.690341,0.000100358,0.009461113,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rbm14,3910,1.600938068,6.800066655,57.57132796,0.000101043,0.00948316,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trim43a,1984,2.004318367,1.651224212,57.36716918,0.000102232,0.00953177,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trmt6,5384,1.326758287,6.269452643,57.32702938,0.000102468,0.00953177,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fyn,4363,-1.354363911,5.687663224,57.12384273,0.000103672,0.009601332,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pck2,7806,-1.769442514,6.96437867,56.91697315,0.000104917,0.009652048,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmem44,8893,-1.626857712,3.333274069,56.87202189,0.00010519,0.009652048,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp459,3669,1.559102984,4.228325608,56.73039885,0.000106056,0.009652048,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Xaf1,4689,1.336447155,5.602084381,56.67311477,0.000106409,0.009652048,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Unc5a,4168,-2.420219547,2.354412985,56.64811084,0.000106564,0.009652048,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc7a7,3315,1.285237274,6.731652288,56.58185504,0.000106975,0.009652048,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Susd5,4083,-1.989755051,1.701457514,56.47807047,0.000107622,0.009668979,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc6a3,3456,-3.245676798,0.364128302,56.24324897,0.000109106,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tuba1b,1875,1.374471834,10.08964219,56.18222866,0.000109496,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Frmd5,7546,-1.491912112,4.2225354,56.17521385,0.000109541,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Glrp1,1957,-3.819691273,-0.148034814,56.12775388,0.000109845,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Calcoco2,1621,1.392131927,5.221117988,55.88130471,0.000111444,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Got1l1,1822,-1.528097962,3.936343468,55.86687867,0.000111539,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sox21,3799,-1.953821191,3.392483624,55.73186684,0.000112428,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Naga,2577,-1.778622898,4.631472615,55.70732314,0.000112591,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Msc,2546,1.757460226,2.674586459,55.674437,0.000112809,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Neat1,20771,-2.345439932,7.995274353,55.66773294,0.000112854,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pctp,2723,-1.599092446,3.40776479,55.63976119,0.00011304,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cryzl1,4529,-1.408638432,5.689411348,55.48783101,0.000114059,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Olfm2,2665,-2.010689445,2.569335283,55.41531316,0.00011455,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
mt-Tl2,71,1.632867092,3.594490113,55.39821288,0.000114666,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Serpinb9b,3351,2.615154299,1.136694631,55.27064123,0.000115536,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ppp6r2,9345,-1.441834864,4.500148367,55.22994749,0.000115815,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cntnap3,6386,-2.497463121,1.813983288,55.22363916,0.000115859,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc10a3,2023,2.011865631,1.791096529,55.16871557,0.000116237,0.009697065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ovgp1,3561,-1.645068129,2.853531785,54.92446471,0.000117941,0.009753158,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tex26,2065,-2.119670563,1.260226372,54.8850073,0.000118219,0.009753158,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slit3,6067,-2.019160704,1.972298401,54.87327813,0.000118302,0.009753158,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccdc28a,2964,-1.670218324,3.711119127,54.76554117,0.000119066,0.009777829,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm42655,1134,-4.008976057,-0.416162819,54.59016579,0.000120324,0.009842665,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nxf1,4427,1.252052305,6.871170337,54.47420803,0.000121165,0.009873034,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Stat5b,5539,-1.383293642,4.829134813,54.40079731,0.000121701,0.009878439,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cd164l2,1827,-2.002550159,1.777880539,54.2896428,0.000122518,0.009906561,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zc3h6,5668,-1.931636365,3.58389982,54.1487343,0.000123565,0.00995291,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccnd1,4709,1.31790493,6.81689375,53.98945931,0.000124762,0.010010955,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Castor1,1574,1.416933257,4.827415738,53.87800159,0.000125608,0.010023639,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gpr156,4584,-2.574922451,0.376610887,53.84324948,0.000125874,0.010023639,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Esx1,1985,-1.846439916,2.944160507,53.7238319,0.000126791,0.010058588,0_vs_12,ZfpOE,0_vs_12_ZfpOE
BC067074,8586,-1.500361328,4.30672481,53.59724996,0.000127773,0.01009836,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lamb2,6082,-1.369173151,5.362518296,53.47088943,0.000128762,0.010135138,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Notumos,2659,2.948168754,2.016555802,53.41511621,0.000129202,0.010135138,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tuba1a,1803,1.250792812,7.224135025,53.16465578,0.000131201,0.010156565,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Clcnkb,2639,-1.581836862,3.827299087,53.16063852,0.000131234,0.010156565,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ints6,16805,1.657416125,5.657564473,53.11367012,0.000131613,0.010156565,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp324,4776,1.760281077,2.504181357,53.09870635,0.000131734,0.010156565,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trim66,10125,-2.091412157,3.4777532,53.07940715,0.000131891,0.010156565,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pde4dip,16857,-1.268259234,6.242297257,52.91768356,0.000133212,0.010205724,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Adhfe1,3780,-1.624464289,3.002982641,52.77249222,0.000134412,0.010205724,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ppp1r16b,8844,-1.83122202,2.959158916,52.71888901,0.000134858,0.010205724,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Wdr55,1836,1.516935689,5.189738744,52.63587233,0.000135553,0.010205724,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mep1b,2625,2.161706389,2.505465555,52.62092123,0.000135679,0.010205724,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Islr2,5921,1.34147246,5.730005079,52.57917535,0.000136031,0.010205724,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ehf,5576,4.672692096,-0.660674664,52.56177925,0.000136178,0.010205724,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Smarcb1,7930,1.226929604,6.567241063,52.53400455,0.000136413,0.010205724,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Orai2,6077,-1.805687319,1.990556345,52.40627969,0.0001375,0.010219975,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ebna1bp2,3553,1.356337837,7.031606951,52.39747518,0.000137576,0.010219975,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ggt7,3264,-1.904082446,2.242521903,52.19567647,0.000139317,0.010312929,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mat2a,4486,1.377421248,8.472694742,52.10268008,0.00014013,0.010336652,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ctsh,4499,-1.652928539,2.909325477,51.9412931,0.000141553,0.010351879,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pop1,3795,1.318810373,5.904570118,51.86140611,0.000142265,0.010351879,0_vs_12,ZfpOE,0_vs_12_ZfpOE
P2ry4,4434,-8.000094271,-0.913444095,65.84221215,0.000142886,0.010351879,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gfap,4218,1.760630116,2.307653406,51.71672633,0.000143565,0.010351879,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rmnd5b,2161,1.284851634,6.665105915,51.68081512,0.000143891,0.010351879,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cd82,3005,-2.282549729,0.75319704,51.60330234,0.000144595,0.010351879,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ahi1,7040,-1.467502293,4.713264898,51.59979273,0.000144628,0.010351879,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tns3,11799,1.305758923,8.040768978,51.59408556,0.00014468,0.010351879,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Clybl,1444,-1.392142902,5.165139967,51.58443311,0.000144768,0.010351879,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ints5,3274,1.620771505,5.599745178,51.40242899,0.000146443,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lpar5,1515,1.692843122,2.963754343,51.32991862,0.000147117,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Adcy6,6782,-1.772481563,2.691551098,51.1825444,0.0001485,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Grik4,5962,-1.808841422,1.954723331,51.14454371,0.000148859,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
1110051M20Rik,5202,-1.479796686,3.542256759,51.07078275,0.000149559,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fam174b,3262,1.773136426,2.386840184,51.02906252,0.000149957,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tbl3,5686,1.264658697,6.863385578,51.0126804,0.000150114,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ltbp3,9069,-1.755597632,4.185225725,50.95551803,0.000150662,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trmt12,4454,1.792088622,1.976747742,50.93142766,0.000150894,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gpm6b,5600,-1.933398653,1.58961024,50.85984373,0.000151586,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mybbp1a,5803,1.242339926,9.270408762,50.83414669,0.000151835,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ddx58,7050,1.514904721,4.907733257,50.82677041,0.000151906,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Atg16l2,8469,-1.581091342,3.20338975,50.80323575,0.000152135,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Prox1,8390,-2.504503456,0.376850099,50.75314537,0.000152624,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Vat1l,5462,-1.894645148,1.559208942,50.71470972,0.000153,0.010409442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Taf1d,8949,1.333461936,6.94742209,50.49234807,0.0001552,0.01050961,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm30238,2603,-2.718088499,0.236044453,50.29025158,0.000157234,0.01050961,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hspa5,4229,1.396409675,9.592709741,50.28627159,0.000157275,0.01050961,0_vs_12,ZfpOE,0_vs_12_ZfpOE
6430548M08Rik,6626,-1.879250335,1.804017399,50.25402294,0.000157602,0.01050961,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tdpoz6,1021,2.512819073,0.264152208,50.25042726,0.000157639,0.01050961,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Spag6l,4559,-2.251547317,1.006255698,50.21831318,0.000157966,0.01050961,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Noct,10658,1.27101131,6.8730594,50.21781156,0.000157972,0.01050961,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cpe,2609,-1.278994859,5.329613796,50.13170412,0.000158854,0.010534973,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hsd17b1,1339,-2.57293041,0.644764976,49.84474098,0.00016184,0.010699263,0_vs_12,ZfpOE,0_vs_12_ZfpOE
H2bu2,614,-2.806238845,2.669716233,49.76513185,0.000162681,0.010704086,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rwdd2b,3917,1.608151219,2.982279335,49.68958894,0.000163485,0.010704086,0_vs_12,ZfpOE,0_vs_12_ZfpOE
H2-Q4,2596,-1.591467936,3.732510984,49.66837419,0.000163711,0.010704086,0_vs_12,ZfpOE,0_vs_12_ZfpOE
B4galnt2,1722,-1.735885714,2.529899361,49.60579686,0.000164381,0.010704086,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dusp27,4049,1.617123631,4.290676845,49.59858479,0.000164459,0.010704086,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Idi1,3505,2.189784919,5.806358049,49.5421307,0.000165067,0.010710511,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Megf11,11181,-1.4307105,3.850023394,49.44358157,0.000166136,0.0107289,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmem132b,8238,-2.261597993,0.735710646,49.42196757,0.000166371,0.0107289,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm12522,2439,-2.213127831,0.975576896,49.31209752,0.000167575,0.010762517,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Abca8b,7423,-2.611860369,0.624731751,49.24159615,0.000168353,0.010762517,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tuba1c,2287,1.320930882,8.57790418,49.22649007,0.000168521,0.010762517,0_vs_12,ZfpOE,0_vs_12_ZfpOE
mt-Nd3,348,1.778929222,6.805008566,49.18871617,0.00016894,0.010762517,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Smpd4,9034,1.240442674,7.175105538,48.88043234,0.000172414,0.010923524,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Patj,13162,-1.447803502,3.618789296,48.79390313,0.000173405,0.010923524,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cyp46a1,3287,-2.641002801,1.918341867,48.75733555,0.000173826,0.010923524,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slit1,5921,-2.122021487,0.902693724,48.67942411,0.000174728,0.010923524,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ppp1r1b,2928,-2.768246956,1.370727176,48.61304622,0.0001755,0.010923524,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dnaja1,8629,1.316875401,7.470284666,48.59036451,0.000175766,0.010923524,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Arid1a,11476,1.292006347,8.123321632,48.59017475,0.000175768,0.010923524,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp719,4706,2.012727502,3.41852552,48.57300623,0.000175969,0.010923524,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Neil2,5017,-1.474334215,4.215319062,48.55805376,0.000176144,0.010923524,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Meioc,4616,-1.696311707,5.1325874,48.47942315,0.000177069,0.01092572,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Otud6b,3387,1.409757501,6.136809491,48.42469974,0.000177717,0.01092572,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm15459,1941,1.388970106,9.675382847,48.4228912,0.000177738,0.01092572,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccne1,2662,1.289200608,7.649137756,48.32507693,0.000178904,0.010936294,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nipsnap2,2750,-1.234154138,5.572996735,48.32114509,0.000178951,0.010936294,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Herpud1,2333,-1.293927649,5.673653642,48.26755784,0.000179594,0.010936389,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cul9,12198,-1.719676944,3.687340357,48.22088104,0.000180156,0.010936389,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Srsf2,2958,1.315257312,8.496102796,48.13813932,0.000181158,0.010936389,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rbmxl1,1695,1.172309892,6.98318054,48.13511314,0.000181195,0.010936389,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rem2,2251,-1.989804654,1.686300333,48.07025904,0.000181986,0.010936389,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Spns2,4083,-1.62701795,2.770367915,48.06307598,0.000182074,0.010936389,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tceal8,2563,1.40143304,5.377842895,47.99875304,0.000182863,0.010952496,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Flvcr2,3504,-1.5320295,3.289944557,47.8651925,0.000184515,0.011004254,0_vs_12,ZfpOE,0_vs_12_ZfpOE
2010008C14Rik,593,2.081153975,1.293227883,47.80391086,0.00018528,0.011004254,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pramel7,2134,2.092470828,1.422782666,47.80252439,0.000185297,0.011004254,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Krt17,1551,1.874073228,2.585158681,47.71364857,0.000186414,0.01101617,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zc3h4,9147,1.646695004,6.334171982,47.60435945,0.000187798,0.01101617,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Amer2,10660,-3.723109118,-0.431096404,47.56766367,0.000188266,0.01101617,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Plpp1,1750,1.353723249,4.633174009,47.54254089,0.000188587,0.01101617,0_vs_12,ZfpOE,0_vs_12_ZfpOE
2010300C02Rik,5075,-1.80369813,1.845997554,47.51704425,0.000188913,0.01101617,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mylk,11263,-1.911781271,1.73933047,47.51662531,0.000188919,0.01101617,0_vs_12,ZfpOE,0_vs_12_ZfpOE
H2-Ab1,2568,-1.709595865,2.389656734,47.49735014,0.000189166,0.01101617,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Reep5,3151,-1.329215964,5.226351635,47.37793179,0.000190708,0.011036915,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zcchc12,2280,-1.714952575,2.171700512,47.28253184,0.000191951,0.011036915,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tril,5363,2.324931057,0.991138386,47.24864418,0.000192395,0.011036915,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tuba4a,3701,1.240799644,6.65805545,47.2349049,0.000192576,0.011036915,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Bmp7,4019,-1.730986052,2.992604872,47.23328678,0.000192597,0.011036915,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nlrc4,4807,2.518565726,2.041218653,47.22755831,0.000192672,0.011036915,0_vs_12,ZfpOE,0_vs_12_ZfpOE
4933427D06Rik,2914,-1.399480508,4.204657004,47.02056438,0.000195419,0.011157699,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm43272,1584,-2.217396274,1.010153455,46.95476217,0.000196302,0.011157699,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nrros,4177,1.560933102,2.560457638,46.89693873,0.000197083,0.011157699,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Stab1,10288,-3.585472176,-0.350268062,46.88227603,0.000197281,0.011157699,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Glul,3782,1.263532891,7.891618098,46.84463992,0.000197792,0.011157699,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Wipi1,4410,-1.318804182,4.972364789,46.83190795,0.000197965,0.011157699,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Adsl,5634,1.165510878,6.780592138,46.73940925,0.000199229,0.011198919,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccnd2,9409,1.252784049,5.742305912,46.69344434,0.000199861,0.011204484,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Plekhh3,3582,-2.542439713,2.719298779,46.61083713,0.000201003,0.011238547,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ranbp1,1666,1.268366712,6.805301502,46.51165024,0.000202386,0.011285825,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tdpoz4,1113,2.328344232,0.366121087,46.45508428,0.00020318,0.01129768,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Jph3,4457,-2.075160943,2.443035213,46.42005557,0.000203673,0.01129768,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hmgcr,7275,1.337558663,6.985482381,46.14534747,0.000207597,0.011485047,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ddc,4461,1.439206456,4.371211786,46.04579818,0.000209043,0.011534678,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccdc36,2890,-1.64073433,2.354087982,45.92821559,0.000210767,0.01155622,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Myrip,5537,-2.782095943,0.717851252,45.87171984,0.000211602,0.01155622,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sgce,10612,-1.69614497,2.690699649,45.82251665,0.000212333,0.01155622,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hspa8,4301,1.417148988,10.98737509,45.81730525,0.00021241,0.01155622,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ank3,34838,-1.329066023,4.862479605,45.78951524,0.000212825,0.01155622,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mef2b,1404,-2.285136988,3.646228619,45.775547,0.000213033,0.01155622,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pycr1,3935,-1.359738675,5.539243329,45.69520612,0.000214238,0.01155622,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fam169a,6082,1.682402036,7.406388085,45.65936641,0.000214778,0.01155622,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Halr1,981,1.324179379,4.141058042,45.64434752,0.000215005,0.01155622,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nmnat3,5004,-2.862283319,1.347726905,45.6174647,0.000215412,0.01155622,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fdft1,4116,1.288977212,6.518231972,45.61298288,0.00021548,0.01155622,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Irgm1,5810,2.88028103,1.366315593,45.56640009,0.000216188,0.011564676,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccdc33,5342,-2.351286949,0.647110894,45.47926482,0.00021752,0.011572563,0_vs_12,ZfpOE,0_vs_12_ZfpOE
C230037L18Rik,2017,-2.533047637,0.084678883,45.47237618,0.000217625,0.011572563,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmprss6,3359,-3.059811567,0.291715721,45.42177505,0.000218404,0.011572563,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Patl2,2434,-1.979420285,1.838731658,45.38153944,0.000219026,0.011572563,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmem269,1504,-2.597566475,0.065133009,45.35899935,0.000219375,0.011572563,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc16a13,2601,1.691852097,2.219781972,45.34206287,0.000219638,0.011572563,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ina,3240,1.449182629,3.602809963,45.28020094,0.000220602,0.011580496,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cbfa2t3,8373,-2.499018972,0.631171382,45.26174744,0.00022089,0.011580496,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Spock1,8365,-1.749060996,1.858125391,45.18738443,0.000222058,0.011600786,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dancr,2347,1.455866635,3.559426832,45.14797004,0.00022268,0.011600786,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ltk,3594,-1.796832276,1.665500199,45.10371989,0.000223381,0.011600786,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Msh5,5526,-1.605984606,2.556837557,45.09719071,0.000223485,0.011600786,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Jpt1,2149,1.195762364,6.84326508,44.9887952,0.000225215,0.011661799,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Vim,4743,1.265163209,6.169774459,44.88149586,0.000226944,0.011685889,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Notum,2408,2.298930191,3.880139081,44.840197,0.000227614,0.011685889,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Armcx3,3540,-1.429769243,3.253034849,44.7172292,0.000229625,0.011685889,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Il6ra,8642,1.497431792,2.985431681,44.7156622,0.000229651,0.011685889,0_vs_12,ZfpOE,0_vs_12_ZfpOE
