gene,length,logFC,logCPM,F,PValue,FDR,comp,study,tagComp
Arsk,5894,0.153831677,2.924967397,0.452424725,0.521827283,0.679785287,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Polh,5950,-0.121166422,5.320175363,0.45230595,0.521880345,0.679812287,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lctl,2604,0.271369675,0.471794373,0.452150045,0.521950012,0.679860911,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm17066,1113,0.211994408,4.974848312,0.451886467,0.522067833,0.679928458,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm11534,674,-0.428150783,-2.073276674,0.451877979,0.522071628,0.679928458,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hmgb2,3003,0.138383102,8.797713162,0.451816994,0.522098896,0.679928458,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm44445,2683,-0.434855893,-0.931838112,0.451605827,0.522193337,0.680009323,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gstcd,5401,0.150098715,5.587093068,0.451351575,0.52230709,0.680115326,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Vps35l,14648,-0.117195402,6.165169825,0.451250069,0.522352517,0.680132352,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Kcnj9,4288,0.382666542,-1.005060984,0.450969978,0.522477906,0.680253485,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cds2,9125,0.113665007,7.604761677,0.450464924,0.522704151,0.680505906,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Eng,4048,0.12240146,5.393163641,0.450353057,0.522754289,0.680529037,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rhbdl1,1723,-0.464331317,-1.760550002,0.44966109,0.523064627,0.680890876,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Spin4,4173,0.153707667,2.965463069,0.449395303,0.523183923,0.680980109,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ovol2,2113,-0.148638272,2.612549318,0.449364035,0.523197961,0.680980109,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pgm2,2590,0.121557432,5.508637605,0.449203601,0.523269999,0.681010265,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cyp26c1,1747,0.484427405,-2.069732915,0.448523258,0.523575699,0.681345213,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm38375,2227,0.235694837,1.091637429,0.448382908,0.523638806,0.681385158,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmem161b,6262,0.158485031,4.959178588,0.448231433,0.523706931,0.681431627,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm25777,126,-0.283570667,-0.549300389,0.448044749,0.523790914,0.681498725,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm5907,721,0.436572012,-1.90419687,0.447757258,0.523920299,0.681587198,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Poc5,6251,0.130713588,5.256025658,0.447749578,0.523923756,0.681587198,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tnrc18,12266,-0.165067447,4.436570358,0.447474053,0.524047814,0.681653217,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp697,8276,-0.19893115,0.700842955,0.447435021,0.524065393,0.681653217,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fam214b,4129,0.223846759,3.515316394,0.447399991,0.524081171,0.681653217,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Defb42,2425,-0.203013859,1.02572138,0.447334014,0.52411089,0.681653217,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tbc1d1,7405,0.119147092,6.631496751,0.447220707,0.524161936,0.681653217,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Miip,3354,0.15813765,3.760762787,0.447170806,0.52418442,0.681653217,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Btnl1,3226,-0.340677723,-0.928846868,0.447132963,0.524201472,0.681653217,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cstb,603,-0.191093902,5.505792416,0.446846127,0.524330757,0.681717118,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmem223,748,0.168707766,4.174268191,0.446837245,0.524334761,0.681717118,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Bche,6741,0.257338,2.425032156,0.446808114,0.524347895,0.681717118,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Klk12,1195,-0.409857838,-0.991126596,0.446622945,0.524431393,0.681783512,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cat,2613,-0.117347287,6.036692286,0.446465758,0.524502293,0.681802994,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc2a3,7245,-0.118638843,10.80923027,0.446355503,0.524552036,0.681802994,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fam91a1,6627,0.14758283,7.29423509,0.446352078,0.524553581,0.681802994,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gtf2h1,2984,0.117185768,6.861312085,0.446302162,0.524576104,0.681802994,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nit1,4932,0.168830026,4.863001062,0.44594656,0.524736613,0.681914323,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm14231,592,-0.581505501,-2.118555517,0.445900959,0.524757202,0.681914323,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hhex,5056,-0.152058858,2.629677787,0.445896824,0.524759069,0.681914323,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Batf2,2522,0.358717681,-1.157570958,0.445723874,0.524837175,0.681973665,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fam13a,10505,0.247295714,0.087579124,0.445606277,0.524890295,0.682000536,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Smarce1-ps1,1077,0.34669384,-0.203095035,0.445463093,0.524954988,0.682042439,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nlrp4a,4841,0.279624456,-0.04571294,0.445044696,0.525144112,0.682206542,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Prkn,10219,-0.185112996,1.171429149,0.44504009,0.525146195,0.682206542,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pcyox1l,2645,-0.139272259,4.987768743,0.444575216,0.525356485,0.682390121,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gna12,3416,-0.127069393,5.839802977,0.444530057,0.525376921,0.682390121,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tango6,7043,0.122939147,5.06823723,0.444512455,0.525384888,0.682390121,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cish,6419,-0.250892342,2.040295359,0.444263517,0.525497575,0.682494318,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccdc175,2622,-0.348264195,0.153027969,0.443822593,0.525697284,0.682711515,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm12002,2757,-0.476993691,-2.163805782,0.443582063,0.52580629,0.682810898,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Uba3,6368,-0.122442373,6.983405914,0.44350576,0.525840878,0.682813637,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm50147,602,0.391604366,-1.687136989,0.443389345,0.525893659,0.682839996,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm8226,798,0.228457208,0.683706346,0.443016958,0.526062561,0.68301712,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fcgr3,1736,-0.517067558,-2.030710303,0.442421729,0.526332753,0.683325726,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rbm18,5834,-0.160023395,5.424203484,0.442230081,0.526419806,0.68339654,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trmt112-ps2,378,0.427798556,-0.450359027,0.441256636,0.526862402,0.683894275,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm10557,619,-0.164060871,3.784979127,0.441243736,0.526868272,0.683894275,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Vopp1,9821,-0.17105191,1.928760581,0.440992691,0.526982534,0.684000358,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dcps,1451,0.141889683,5.274570545,0.440842198,0.527051053,0.68404706,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Klhl12,11395,0.127777236,6.308607375,0.440725774,0.527104072,0.684073641,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cd300lg,2737,-0.468764712,-1.948697484,0.44049661,0.527208463,0.684166884,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tex21,2425,0.170956651,1.414954106,0.440401063,0.527252,0.684181149,0_vs_12,ZfpOE,0_vs_12_ZfpOE
1700030K09Rik,2970,-0.140528527,3.443194386,0.440039867,0.527416643,0.684352554,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ankrd26,7253,0.15499238,5.522668057,0.439939757,0.527462293,0.684362291,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm15421,489,-0.243548116,0.537698229,0.439880643,0.527489253,0.684362291,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm2541,711,0.406331469,-1.756046891,0.439196701,0.527801369,0.684686236,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Grhl3,2789,0.128070135,4.242606219,0.439190766,0.527804078,0.684686236,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm4755,2647,-0.639326596,-2.212289802,0.438695718,0.528030218,0.684937328,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm16170,3754,0.253483452,-0.25515695,0.438499906,0.528119717,0.685011156,0_vs_12,ZfpOE,0_vs_12_ZfpOE
4930466K18Rik,906,0.211407859,0.395468822,0.438315025,0.528204247,0.68507853,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Abca17,5572,-0.536469783,-2.260144638,0.437892203,0.528397666,0.685237499,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm48623,1366,-0.536469783,-2.260144638,0.437892203,0.528397666,0.685237499,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Elavl4,5387,-0.259823979,1.186421608,0.43783335,0.528424599,0.685237499,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dlgap5,6805,0.111835869,7.455158665,0.437437259,0.528605932,0.685430364,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hnrnpul2,7108,0.119009949,8.247264802,0.437212187,0.528709024,0.685477575,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ngly1,7555,0.198645372,3.484799597,0.437204559,0.528712519,0.685477575,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm48492,2705,0.307174727,-0.826904716,0.437144232,0.528740159,0.685477575,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Arntl2,5691,-0.161038422,2.170181478,0.436586809,0.528995681,0.685766553,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nop14,2730,-0.113042832,7.116153051,0.436485388,0.529042197,0.685783859,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fthl17a,835,-0.435383558,-1.692024154,0.436415467,0.529074272,0.685783859,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm37621,5531,-0.375196802,-0.435195861,0.436295793,0.529129177,0.685785761,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ppil2,6171,0.111113122,6.24810552,0.436270069,0.52914098,0.685785761,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Veph1,7086,-0.553408295,-1.475555227,0.436164708,0.52918933,0.685806146,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Map1b,15846,0.113893379,6.362184194,0.436040222,0.529246468,0.685822703,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tnn,5817,-0.346040047,-1.503295694,0.43599473,0.529267351,0.685822703,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm21092,955,-0.187889972,2.982525125,0.435643416,0.529428676,0.685989465,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cd55os,2438,-0.366194369,0.445648252,0.435447989,0.529518459,0.686063513,0_vs_12,ZfpOE,0_vs_12_ZfpOE
6430590A07Rik,4487,-0.432006236,-1.693004745,0.43530843,0.529582593,0.686104323,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Kcnab3,2865,0.22319202,3.388925611,0.43482476,0.529804979,0.68635014,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm17954,607,-0.536411207,-2.260525928,0.434707502,0.52985892,0.686377724,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp950,10615,0.23159516,4.135772343,0.434427528,0.529987758,0.686502318,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Prpf39,11967,0.192560843,5.603030684,0.434325979,0.530034503,0.686520569,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Baz1b,13667,0.110743689,7.671479989,0.434020978,0.53017495,0.686647983,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sema4d,7679,-0.111006485,6.27829047,0.433970508,0.530198198,0.686647983,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm15344,421,-0.302999525,1.088223453,0.433786783,0.530282842,0.6867153,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ppp1r26,5619,-0.180914906,2.33880617,0.433650142,0.530345811,0.686751559,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tspan1,2329,-0.254991299,-0.084651456,0.433526751,0.530402686,0.686751559,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nmral1,3891,0.168349327,4.448113727,0.4335134,0.530408841,0.686751559,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Vit,3227,-0.466414728,-1.759952623,0.433396863,0.53046257,0.686762695,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Maz,2976,0.263825548,7.66202954,0.43335304,0.530482776,0.686762695,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sbspon,2748,0.33496846,-1.385268549,0.432837764,0.530720484,0.68700411,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Prpsap2,1962,-0.115389285,6.036485641,0.432807153,0.530734612,0.68700411,0_vs_12,ZfpOE,0_vs_12_ZfpOE
H4c4,1138,-0.3196939,0.165716673,0.432612526,0.530824456,0.687078103,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm33508,2054,-0.427894712,-1.870214765,0.43232586,0.530956842,0.687207146,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm47385,126,-0.246768764,0.00911682,0.432055547,0.531081734,0.687326477,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Abhd15,3035,-0.373994851,-1.563574392,0.431931252,0.531139181,0.68735851,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Smurf1,6336,0.124192892,5.840537065,0.431530202,0.531324622,0.687556169,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm21112,578,0.580836947,-2.02649542,0.431420099,0.531375554,0.687579754,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccn3,2869,-0.292768176,-0.90879888,0.430790114,0.531667161,0.687914742,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm5425,459,0.462433551,-1.983482811,0.430158109,0.531960016,0.688229479,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp334,8205,-0.131076512,3.651771951,0.430081927,0.531995338,0.688229479,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccdc51,1526,0.155753848,3.130550925,0.430053279,0.532008622,0.688229479,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Riiad1,813,-0.516243303,-2.03128751,0.429874862,0.532091368,0.688294168,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm37581,988,0.215759759,0.608415843,0.429586524,0.532225145,0.688424859,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp58,2435,0.154590903,2.258198278,0.429454433,0.532286453,0.6884618,0_vs_12,ZfpOE,0_vs_12_ZfpOE
9530018F02Rik,2599,0.51157961,-2.158432888,0.428863613,0.532560836,0.688746881,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tagln3,1240,-0.228066102,1.153216246,0.428838755,0.532572387,0.688746881,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nop10,1109,0.309271806,6.062136151,0.42872935,0.532623228,0.68877026,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm6055,378,-0.427343418,-2.073488566,0.428368612,0.532790933,0.688944753,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm18537,1523,-0.328766565,-1.1411478,0.427861461,0.53302688,0.68920746,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gipc3,3521,-0.431405844,-1.532697817,0.427246506,0.533313254,0.68952829,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Htr3a,2083,-0.241720329,0.031514205,0.42718781,0.533340604,0.68952829,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sgms2,6227,-0.146652063,2.936965879,0.426511782,0.533655798,0.689893362,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fdx1,3104,0.179559139,4.533433565,0.426199195,0.533801664,0.690039499,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm7353,2866,0.17726722,2.366947664,0.426093331,0.533851081,0.690060949,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Kcnj13,1270,0.659748262,-2.207130749,0.425832241,0.533972998,0.690174811,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm37121,2556,0.478903701,-1.721525088,0.425764097,0.534004827,0.690174811,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tarsl2,6741,-0.124353431,4.407278512,0.425539575,0.534109723,0.690267948,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rara,4365,0.147669466,5.79955582,0.425428531,0.534161618,0.690292581,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm8494,1233,-0.432733774,-0.928375542,0.425344499,0.534200896,0.690300906,0_vs_12,ZfpOE,0_vs_12_ZfpOE
4930525G20Rik,2987,-0.408960656,-1.211136164,0.425176625,0.534279379,0.690359889,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Med13,10840,0.18295717,6.929123285,0.425102431,0.534314073,0.690362287,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm17737,1147,0.478530928,-1.441443818,0.42501806,0.534353531,0.690370839,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm12712,801,0.344711067,-1.069283079,0.424464218,0.53461269,0.690663221,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Myh7b,6634,-0.185808958,4.000371564,0.42427636,0.534700651,0.69073441,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ryr2,28790,-0.140883011,3.581355708,0.424154342,0.534757798,0.690765787,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rhbg,1937,0.273350212,-0.498609996,0.423860851,0.534895304,0.69085577,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm7645,788,0.34612385,-1.441033308,0.423735477,0.534954065,0.69085577,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Crocc,8266,0.208487743,5.50557839,0.423670735,0.534984414,0.69085577,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cabyr,2505,-0.203484508,0.451361026,0.42365505,0.534991767,0.69085577,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Serpinb6b,2262,-0.39440031,-1.795497449,0.423530255,0.535050278,0.690888889,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm24379,86,0.464408531,-1.385944358,0.423403014,0.535109948,0.690903534,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Oacyl,3687,-0.226716364,0.297852641,0.423295852,0.535160212,0.690903534,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ulk1,6488,0.10963402,7.381449344,0.423196385,0.535206875,0.690915611,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ago2,14031,0.141229173,8.364425478,0.423135811,0.535235297,0.690915611,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Prrc2a,7631,-0.182552086,9.028458316,0.422731863,0.535424903,0.691113425,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm25129,133,-0.431542709,-1.691137118,0.422599288,0.535487161,0.691113425,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm47995,903,-0.431542709,-1.691137118,0.422599288,0.535487161,0.691113425,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gga2,9769,-0.113093499,7.495216256,0.422513269,0.535527563,0.69112314,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm11273,390,-0.287428717,-0.199533461,0.422424519,0.535569254,0.691134518,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmem125,2339,0.178323407,1.810692656,0.422288413,0.535633203,0.691174615,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ppie,1719,-0.192923015,5.317444818,0.422061214,0.535739986,0.691256575,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zgpat,5624,0.125830471,4.623251394,0.422013365,0.535762481,0.691256575,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm21939,2773,0.246903226,0.983034387,0.421889546,0.535820697,0.691289262,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Asb1,6432,-0.129431883,3.780554523,0.421424363,0.536039527,0.691529147,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sh3bgrl3,821,0.207274061,5.199650396,0.42117648,0.536156208,0.691637231,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Afg3l2,9874,0.109729908,7.318116444,0.420757423,0.536353574,0.691849379,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tnfaip8l2,1122,0.227611072,0.435884187,0.420372931,0.536534786,0.692040665,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp738,15129,0.194654784,4.386897685,0.420212721,0.536610329,0.692095641,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc4a7,15201,-0.19055478,7.163159054,0.420108151,0.536659648,0.692109199,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Malsu1,3777,-0.143696753,4.619339188,0.420050834,0.536686684,0.692109199,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lysmd1,2394,0.168677283,2.106552199,0.419562063,0.536917346,0.692364188,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Btg3,4014,0.144947218,5.472111187,0.419465092,0.536963132,0.692380761,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trim44,5645,-0.127352076,6.713814269,0.419331995,0.537025987,0.69241934,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ppdpf,1336,0.182801855,5.381172508,0.419017638,0.537174501,0.692568352,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm25108,78,0.476526296,-1.720931499,0.418509787,0.5374146,0.692792932,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm9706,481,0.476526296,-1.720931499,0.418509787,0.5374146,0.692792932,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm11478,599,0.218286901,1.485768397,0.418304877,0.537511536,0.692875407,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Atp6v1c2,2174,0.174331353,1.828080877,0.417894228,0.537705903,0.693082309,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm9027,661,-0.182749499,0.869719075,0.417826488,0.537737979,0.693082309,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dnlz,2916,0.197746181,3.76186474,0.417690987,0.537802152,0.693122526,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm10747,1014,0.457898668,-1.983324541,0.417077286,0.538092988,0.693454845,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ict1os,1052,-0.223613164,0.443011557,0.416728505,0.538258416,0.693510908,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Adh7,3787,-0.293981835,-1.052131871,0.416707371,0.538268443,0.693510908,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Spata17,2870,0.336351314,-0.498680661,0.416528137,0.538353496,0.693577985,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm6402,414,0.355645914,-1.159233785,0.416210274,0.538504399,0.693729884,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cntnap2,10248,-0.144123233,3.335149646,0.416012862,0.538598161,0.69376057,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm49927,238,-0.257204755,-0.564175016,0.415991153,0.538608473,0.69376057,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cd200,3321,0.25201312,0.028348661,0.415951695,0.538627219,0.69376057,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp54,2832,0.208131347,2.182653675,0.415225496,0.538972445,0.694162697,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm10132,468,-0.286343659,-0.658700236,0.415057443,0.539052397,0.694194804,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Stk10,5187,0.143816626,5.025018174,0.415034288,0.539063415,0.694194804,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Stoml1,3093,-0.115485122,5.995806719,0.414720296,0.539212868,0.694311283,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cpsf3,5279,0.113540819,6.952160563,0.414705489,0.539219917,0.694311283,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc35b3,5798,0.185268671,3.723406735,0.414411348,0.53936,0.694449122,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pkig,3990,-0.178484494,4.434546882,0.414196953,0.539462149,0.694538107,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rpl29,1126,0.148995741,9.620298658,0.413915379,0.539596363,0.694668362,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fam53a,9114,0.119635796,5.48778059,0.413322917,0.539878981,0.694950523,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm9770,811,0.317278643,-0.903711481,0.412211417,0.540409982,0.695588015,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Arl15,3515,-0.127412029,5.667229748,0.412091817,0.540467181,0.695619048,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm5128,3844,-0.251918767,1.244202549,0.411995926,0.540513048,0.695635495,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trpc5,5014,0.307554676,-0.827734247,0.411634426,0.540686037,0.695815534,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Prpf38b,6949,0.108257114,7.316715726,0.411000631,0.540989592,0.696163567,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm45141,1888,0.551985683,-2.254857353,0.410733652,0.541117562,0.696285623,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gpsm3,1343,0.323340269,2.688672979,0.410319525,0.541316183,0.696498569,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Wdr5b,2739,0.241300673,0.920721795,0.410023899,0.541458057,0.696595847,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trnau1ap,2710,0.138440305,5.087181588,0.409451559,0.54173294,0.696906841,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mettl14,7419,-0.132892832,5.611706138,0.409185014,0.54186105,0.697027126,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nadk2,5118,0.130593536,6.537859442,0.40911895,0.541892812,0.697027126,0_vs_12,ZfpOE,0_vs_12_ZfpOE
A430027C01Rik,1644,0.546359303,-2.256159245,0.409050119,0.541925908,0.697027126,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm5619,760,-0.520981251,-2.029659219,0.408724434,0.542082562,0.697151018,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Haus6,6459,0.155657433,7.17454827,0.408711978,0.542088555,0.697151018,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Unc5cl,3224,-0.187984394,1.479152311,0.40800718,0.542427877,0.697515633,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmco4,3596,-0.143009408,3.157357909,0.407985277,0.542438428,0.697515633,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Apoo,1255,0.135206432,4.276037736,0.407826271,0.542515042,0.697571482,0_vs_12,ZfpOE,0_vs_12_ZfpOE
